2015-08-22 03:42:45 EDT [29138]: [1-1] user=,db=,app=,client= LOG:  database system was shut down at 2015-08-22 03:42:00 EDT
2015-08-22 03:42:45 EDT [29138]: [2-1] user=,db=,app=,client= LOG:  MultiXact member wraparound protections are now enabled
2015-08-22 03:42:45 EDT [29137]: [1-1] user=,db=,app=,client= LOG:  database system is ready to accept connections
2015-08-22 03:42:45 EDT [29143]: [1-1] user=,db=,app=,client= LOG:  autovacuum launcher started
2015-08-22 03:43:15 EDT [30011]: [1-1] user=,db=,app=,client= LOG:  Getting relation statistics for public.time_statistics
2015-08-22 03:43:15 EDT [30011]: [2-1] user=,db=,app=,client= LOG:  Getting detailed statistics for public.time_statistics
2015-08-22 03:47:45 EDT [29140]: [1-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-22 03:47:48 EDT [29140]: [2-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 29 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=2.830 s, sync=0.019 s, total=2.856 s; sync files=20, longest=0.002 s, average=0.000 s; distance=151 kB, estimate=151 kB
2015-08-22 03:52:45 EDT [29140]: [3-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-22 03:52:45 EDT [29140]: [4-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.010 s, sync=0.000 s, total=0.015 s; sync files=0, longest=0.000 s, average=0.000 s; distance=4 kB, estimate=136 kB
2015-08-22 03:57:45 EDT [29140]: [5-1] user=,db=,app=,client= LOG:  checkpoint starting: time
2015-08-22 03:57:47 EDT [29140]: [6-1] user=,db=,app=,client= LOG:  checkpoint complete: wrote 22 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=2.116 s, sync=0.025 s, total=2.145 s; sync files=17, longest=0.003 s, average=0.001 s; distance=95 kB, estimate=132 kB
2015-08-22 03:59:38 EDT [30008]: [1-1] user=mark,db=dbt3,app=psql,client=[local] ERROR:  canceling statement due to statement timeout
2015-08-22 03:59:38 EDT [30008]: [2-1] user=mark,db=dbt3,app=psql,client=[local] STATEMENT:  COPY lineitem
	FROM '/home/mark/stuff/dbt3/dss/lineitem.tbl.u3'
	USING DELIMITERS '|';
2015-08-22 03:59:38 EDT [30008]: [3-1] user=mark,db=dbt3,app=psql,client=[local] LOG:  Connection error canceling statement due to statement timeout
2015-08-22 03:59:38 EDT [30008]: [4-1] user=mark,db=dbt3,app=psql,client=[local] LOG:  Connection error canceling statement due to statement timeout
2015-08-22 03:59:39 EDT [31499]: [1-1] user=mark,db=dbt3,app=psql,client=[local] LOG:  Getting relation statistics for pg_temp_6.tmp_orderkey3
2015-08-22 03:59:39 EDT [31499]: [2-1] user=mark,db=dbt3,app=psql,client=[local] STATEMENT:  ANALYZE tmp_orderkey3;
2015-08-22 03:59:39 EDT [31499]: [3-1] user=mark,db=dbt3,app=psql,client=[local] LOG:  Getting detailed statistics for pg_temp_6.tmp_orderkey3
2015-08-22 03:59:39 EDT [31499]: [4-1] user=mark,db=dbt3,app=psql,client=[local] STATEMENT:  ANALYZE tmp_orderkey3;
2015-08-22 04:02:45 EDT [29140]: [7-1] user=,db=,app=,client= LOG:  checkpoint starting: time
