# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
pgxl5;60;1440226796;-4974.97;0.00;4938.87
pgxl5;60;1440226856;-15793.63;0.00;14688.55
pgxl5;60;1440226916;1650.33;0.00;-1570.22
pgxl5;60;1440226976;-1631.42;0.00;1301.53
pgxl5;60;1440227036;1.65;0.00;-303.32
pgxl5;60;1440227096;16.30;0.00;-363.58
pgxl5;60;1440227156;-5.25;0.00;-324.80
pgxl5;60;1440227216;1.38;0.00;-334.47
pgxl5;60;1440227276;-6.92;0.00;-324.93
pgxl5;60;1440227336;81.90;0.00;-450.92
pgxl5;60;1440227396;-116.27;0.00;-361.53
pgxl5;60;1440227456;-1.97;0.00;-446.82
pgxl5;60;1440227516;-9.82;0.00;-387.15
pgxl5;60;1440227576;-14.00;0.00;-324.23
pgxl5;60;1440227636;75.23;0.00;-92.42
pgxl5;60;1440227696;-5.50;0.00;-13.28
pgxl5;60;1440227756;-46.77;0.00;-2096.23
pgxl5;60;1440227816;7158.65;0.00;275.07
pgxl5;60;1440227876;-4029.02;0.00;3873.90
pgxl5;60;1440227936;-3124.28;0.00;3013.62
pgxl5;60;1440227996;-19.33;0.00;60.94
pgxl5;60;1440228056;31.98;0.00;-491.88
pgxl5;60;1440228116;0.67;0.00;-2332.45
pgxl5;60;1440228176;12.60;0.00;-3556.47
pgxl5;60;1440228236;-20.15;0.00;14.67
pgxl5;60;1440228296;1658.17;0.00;-1613.33
pgxl5;60;1440228356;8652.27;0.00;-5622.25
pgxl5;60;1440228416;-10292.07;0.00;10242.75
pgxl5;60;1440228476;68.97;0.00;-58.00
pgxl5;60;1440228536;-42.38;0.00;56.83
pgxl5;60;1440228596;6488.17;0.00;-6452.60
pgxl5;60;1440228656;-202.20;0.00;158.70
pgxl5;60;1440228716;-1141.25;0.00;1080.50
pgxl5;60;1440228776;2815.25;0.00;-695.43
pgxl5;60;1440228836;-1733.88;0.00;1513.47
pgxl5;60;1440228896;-6225.78;0.00;6426.77
pgxl5;60;1440228956;-7.38;0.00;21.08
pgxl5;60;1440229016;3015.92;0.00;-3023.60
pgxl5;60;1440229076;448.48;0.00;0.33
pgxl5;60;1440229136;-3417.25;0.00;3407.77
pgxl5;60;1440229196;6983.18;0.00;-7717.93
pgxl5;60;1440229256;-2798.98;0.00;3577.15
pgxl5;60;1440229316;-1251.83;0.00;1241.00
