# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
pgxl6;60;1440229426;xvda;2165.83;76946.00;24020.82;46.62;16.42;7.46;0.38;82.30
pgxl6;60;1440229426;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440229486;xvda;2696.00;68478.08;46908.67;42.80;38.60;14.41;0.37;99.24
pgxl6;60;1440229486;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440229546;xvda;2646.05;65471.73;30970.37;36.45;26.42;9.98;0.36;95.35
pgxl6;60;1440229546;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440229606;xvda;1789.50;39018.93;36316.00;42.10;10.66;5.96;0.48;86.59
pgxl6;60;1440229606;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440229666;xvda;670.87;123387.20;10017.88;198.85;5.38;8.01;1.42;95.46
pgxl6;60;1440229666;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440229726;xvda;188.32;46926.53;118.85;249.82;1.35;7.20;2.09;39.31
pgxl6;60;1440229726;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440229786;xvda;218.63;47688.80;122.28;218.68;0.60;2.73;1.56;34.20
pgxl6;60;1440229786;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440229846;xvda;42.12;10187.20;9.73;242.11;0.15;3.64;2.03;8.54
pgxl6;60;1440229846;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440229906;xvda;204.00;7217.33;7.72;35.42;0.19;0.94;0.43;8.80
pgxl6;60;1440229906;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440229966;xvda;1444.25;34748.13;36515.90;49.34;25.33;17.53;0.61;87.47
pgxl6;60;1440229966;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440230026;xvda;1557.47;76565.47;72594.70;95.77;46.48;29.84;0.57;89.40
pgxl6;60;1440230026;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440230086;xvda;2221.57;70809.20;80.32;31.91;2.90;1.31;0.35;76.83
pgxl6;60;1440230086;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440230146;xvda;194.07;4865.73;3046.80;40.77;0.69;3.57;0.45;8.71
pgxl6;60;1440230146;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440230206;xvda;1273.77;36783.20;11115.98;37.60;1.90;1.49;0.49;62.39
pgxl6;60;1440230206;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440230266;xvda;2188.30;40572.80;57615.00;44.87;81.30;37.15;0.39;85.53
pgxl6;60;1440230266;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440230326;xvda;2097.30;37182.40;50122.80;41.63;45.84;21.86;0.38;80.45
pgxl6;60;1440230326;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440230386;xvda;1354.83;58969.87;1816.43;44.87;2.37;1.74;0.47;63.14
pgxl6;60;1440230386;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440230446;xvda;1567.57;117665.47;25822.52;91.54;22.94;14.65;0.63;99.48
pgxl6;60;1440230446;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440230506;xvda;1691.73;44187.20;4936.43;29.04;2.73;1.61;0.46;77.59
pgxl6;60;1440230506;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl6;60;1440230566;xvda;1735.98;41947.87;10215.27;30.05;8.62;4.96;0.48;83.44
