Linux 3.10.0-229.el7.x86_64 (pgxl) 	08/22/2015 	_x86_64_	(4 CPU)

02:58:56 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:59:56 AM     all      5.78      0.00     18.85      0.10      0.00     75.27
03:00:56 AM     all      0.13      0.00      0.99      0.00      0.00     98.88
03:01:56 AM     all      1.31      0.00      0.09      0.01      0.00     98.59
03:02:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:03:56 AM     all      0.04      0.00      0.07      0.00      0.00     99.88
03:04:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:05:56 AM     all      0.04      0.00      0.09      0.05      0.00     99.82
03:06:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:07:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:08:56 AM     all      0.04      0.00      0.06      0.00      0.00     99.90
03:09:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.89
03:10:56 AM     all      0.04      0.00      0.08      0.00      0.00     99.88
03:11:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:12:56 AM     all      0.04      0.00      0.08      0.00      0.00     99.88
03:13:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.89
03:14:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:15:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:16:56 AM     all      0.04      0.00      0.07      0.00      0.00     99.89
03:17:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:18:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:19:56 AM     all      0.04      0.00      0.07      0.00      0.00     99.89
03:20:56 AM     all      0.11      0.00      0.08      0.00      0.00     99.80
03:21:56 AM     all      0.04      0.00      0.08      0.00      0.00     99.89
03:22:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:23:56 AM     all      0.04      0.00      0.06      0.00      0.00     99.89
03:24:56 AM     all      0.04      0.00      0.07      0.00      0.00     99.89
03:25:56 AM     all      0.05      0.00      0.06      0.00      0.00     99.89
03:26:56 AM     all      0.15      0.00      0.08      0.00      0.00     99.76
03:27:56 AM     all      0.03      0.00      0.06      0.00      0.00     99.90
03:28:56 AM     all      0.04      0.00      0.07      0.00      0.00     99.89
03:29:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:30:56 AM     all      0.13      0.00      0.09      0.00      0.00     99.77
03:31:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.90
03:32:56 AM     all      0.04      0.00      0.07      0.00      0.00     99.89
03:33:56 AM     all      0.04      0.00      0.07      0.00      0.00     99.88
03:34:56 AM     all      0.05      0.00      0.08      0.00      0.00     99.87
03:35:56 AM     all     10.06      0.00      0.79      0.00      0.02     89.13
03:36:56 AM     all      0.20      0.00      0.09      0.00      0.00     99.70
03:37:56 AM     all      0.03      0.00      0.07      0.00      0.00     99.89
03:38:56 AM     all      0.05      0.00      0.07      0.00      0.00     99.88
03:39:56 AM     all      3.40      0.10      0.91      0.27      0.01     95.31
03:40:56 AM     all      2.71      0.00      0.80      0.00      0.00     96.49
03:41:56 AM     all      0.05      0.00      0.08      0.00      0.00     99.87
