# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
pgxl;60;1440226796;462232;30525588;98.51;0;29429712;9379528;30.27;13531840;16059488;32
pgxl;60;1440226856;513248;30474572;98.34;0;29431816;9316376;30.06;13484420;16057004;28
pgxl;60;1440226916;512284;30475536;98.35;0;29432956;9317936;30.07;13484200;16057248;64
pgxl;60;1440226976;511296;30476524;98.35;0;29433220;9326148;30.10;13484652;16057196;28
pgxl;60;1440227036;508300;30479520;98.36;0;29433492;9326284;30.10;13487320;16057188;40
pgxl;60;1440227096;510384;30477436;98.35;0;29433796;9326296;30.10;13485412;16057244;28
pgxl;60;1440227156;502256;30485564;98.38;0;29442044;9326284;30.10;13486624;16064356;28
pgxl;60;1440227216;497356;30490464;98.39;0;29442296;9326288;30.10;13490796;16064344;28
pgxl;60;1440227276;496692;30491128;98.40;0;29442584;9326292;30.10;13491100;16064360;28
pgxl;60;1440227336;496136;30491684;98.40;0;29442844;9326284;30.10;13491460;16064336;28
pgxl;60;1440227396;496296;30491524;98.40;0;29443136;9326288;30.10;13491848;16064372;28
pgxl;60;1440227456;496164;30491656;98.40;0;29443400;9326288;30.10;13492176;16064344;28
pgxl;60;1440227516;495948;30491872;98.40;0;29443684;9326288;30.10;13492324;16064408;28
pgxl;60;1440227576;495092;30492728;98.40;0;29443968;9326408;30.10;13492836;16064344;32
pgxl;60;1440227636;496192;30491628;98.40;0;29444204;9326288;30.10;13493168;16064316;28
pgxl;60;1440227696;495068;30492752;98.40;0;29444484;9326284;30.10;13493464;16064376;28
pgxl;60;1440227756;494372;30493448;98.40;0;29444780;9326280;30.10;13493776;16064416;28
pgxl;60;1440227816;495396;30492424;98.40;0;29445080;9317032;30.07;13494744;16063324;28
pgxl;60;1440227876;494228;30493592;98.41;0;29445332;9325228;30.09;13494924;16063340;28
pgxl;60;1440227936;494052;30493768;98.41;0;29445588;9325224;30.09;13495388;16063312;28
pgxl;60;1440227996;494332;30493488;98.40;0;29445868;9325224;30.09;13495656;16063356;28
pgxl;60;1440228056;494800;30493020;98.40;0;29447160;9315408;30.06;13496120;16062584;40
pgxl;60;1440228116;493520;30494300;98.41;0;29447916;9315924;30.06;13497136;16062852;40
pgxl;60;1440228176;491720;30496100;98.41;0;29448272;9324124;30.09;13497560;16062880;28
pgxl;60;1440228236;492640;30495180;98.41;0;29448584;9324128;30.09;13497980;16062832;28
pgxl;60;1440228296;491484;30496336;98.41;0;29448896;9324136;30.09;13498348;16062840;28
pgxl;60;1440228356;490224;30497596;98.42;0;29449252;9319692;30.08;13500640;16062756;48
pgxl;60;1440228416;491116;30496704;98.42;0;29449700;9316804;30.07;13500088;16062504;40
pgxl;60;1440228476;490068;30497752;98.42;0;29450056;9325000;30.09;13500556;16062516;28
pgxl;60;1440228536;489300;30498520;98.42;0;29450336;9325120;30.09;13500776;16062452;32
pgxl;60;1440228596;488528;30499292;98.42;0;29450684;9325328;30.09;13501304;16062564;28
pgxl;60;1440228656;487704;30500116;98.43;0;29451272;9316960;30.07;13502228;16062768;28
pgxl;60;1440228716;487412;30500408;98.43;0;29451628;9325156;30.09;13502624;16062812;28
pgxl;60;1440228776;488812;30499008;98.42;0;29451856;9315696;30.06;13501744;16062772;40
pgxl;60;1440228836;488480;30499340;98.42;0;29452260;9315600;30.06;13502112;16062956;28
pgxl;60;1440228896;486472;30501348;98.43;0;29452536;9317380;30.07;13503876;16062992;28
pgxl;60;1440228956;1158416;29829404;96.26;0;28773332;9314660;30.06;13505136;15388036;1780
pgxl;60;1440229016;1147328;29840492;96.30;0;28776912;9317132;30.07;13518076;15388312;2928
pgxl;60;1440229076;1150440;29837380;96.29;0;28777488;9315192;30.06;13515204;15388536;36
pgxl;60;1440229136;1131984;29855836;96.35;0;28778384;9341316;30.15;13533360;15389172;40
pgxl;60;1440229196;240684;30747136;99.22;0;27850344;11143864;35.96;15333632;14459968;28
pgxl;60;1440229256;3017372;27970448;90.26;0;26873796;9316452;30.06;13394004;13628140;36
pgxl;60;1440229316;3015324;27972496;90.27;0;26874088;9314404;30.06;13397316;13628196;36
