# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl;60;1440226796;eth0;118.08;151.02;10.27;1555.47;0.00;0.00;0.00
pgxl;60;1440226796;lo;12.50;12.50;2.68;2.68;0.00;0.00;0.00
pgxl;60;1440226856;eth0;22.85;25.65;4.73;71.22;0.00;0.00;0.00
pgxl;60;1440226856;lo;11.63;11.63;2.55;2.55;0.00;0.00;0.00
pgxl;60;1440226916;eth0;16.03;17.47;7.61;7.31;0.00;0.00;0.00
pgxl;60;1440226916;lo;9.38;9.38;2.14;2.14;0.00;0.00;0.00
pgxl;60;1440226976;eth0;9.87;11.73;4.90;1.19;0.00;0.00;0.00
pgxl;60;1440226976;lo;6.98;6.98;1.63;1.63;0.00;0.00;0.00
pgxl;60;1440227036;eth0;9.75;12.23;4.88;1.22;0.00;0.00;0.00
pgxl;60;1440227036;lo;7.03;7.03;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440227096;eth0;9.93;11.85;4.86;1.19;0.00;0.00;0.00
pgxl;60;1440227096;lo;6.98;6.98;1.61;1.61;0.00;0.00;0.00
pgxl;60;1440227156;eth0;9.67;12.18;4.87;1.22;0.00;0.00;0.00
pgxl;60;1440227156;lo;6.98;6.98;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440227216;eth0;10.02;12.00;4.86;1.21;0.00;0.00;0.00
pgxl;60;1440227216;lo;6.98;6.98;1.62;1.62;0.00;0.00;0.00
pgxl;60;1440227276;eth0;9.70;12.15;4.85;1.22;0.00;0.00;0.00
pgxl;60;1440227276;lo;6.98;6.98;1.63;1.63;0.00;0.00;0.00
pgxl;60;1440227336;eth0;9.98;12.02;4.91;1.21;0.00;0.00;0.00
pgxl;60;1440227336;lo;7.00;7.00;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440227396;eth0;9.83;12.42;4.82;1.24;0.00;0.00;0.00
pgxl;60;1440227396;lo;6.98;6.98;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440227456;eth0;10.13;12.03;4.90;1.22;0.00;0.00;0.00
pgxl;60;1440227456;lo;6.98;6.98;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440227516;eth0;9.82;12.30;4.85;1.23;0.00;0.00;0.00
pgxl;60;1440227516;lo;6.98;6.98;1.63;1.63;0.00;0.00;0.00
pgxl;60;1440227576;eth0;10.48;12.40;4.94;1.32;0.00;0.00;0.00
pgxl;60;1440227576;lo;6.98;6.98;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440227636;eth0;9.60;12.12;4.83;1.22;0.00;0.00;0.00
pgxl;60;1440227636;lo;7.00;7.00;1.65;1.65;0.00;0.00;0.00
pgxl;60;1440227696;eth0;9.97;11.88;4.84;1.20;0.00;0.00;0.00
pgxl;60;1440227696;lo;6.98;6.98;1.61;1.61;0.00;0.00;0.00
pgxl;60;1440227756;eth0;9.83;12.32;4.84;1.23;0.00;0.00;0.00
pgxl;60;1440227756;lo;6.98;6.98;1.61;1.61;0.00;0.00;0.00
pgxl;60;1440227816;eth0;13.08;15.02;6.53;6.18;0.00;0.00;0.00
pgxl;60;1440227816;lo;9.30;9.30;2.17;2.17;0.00;0.00;0.00
pgxl;60;1440227876;eth0;9.70;12.20;4.83;1.22;0.00;0.00;0.00
pgxl;60;1440227876;lo;6.98;6.98;1.64;1.64;0.00;0.00;0.00
pgxl;60;1440227936;eth0;10.02;12.02;4.83;1.21;0.00;0.00;0.00
