# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl;60;1440229425;5.97;1621.78;9941.50;0.00;5434.18;0.00;0.00;0.00;0.00
pgxl;60;1440229485;0.00;18.10;955.85;0.00;323.67;0.00;0.00;0.00;0.00
pgxl;60;1440229545;0.00;17.58;828.45;0.00;301.23;0.00;0.00;0.00;0.00
pgxl;60;1440229605;0.00;22.25;822.00;0.00;483.13;0.00;0.00;0.00;0.00
pgxl;60;1440229665;0.00;15.75;1135.33;0.00;358.10;0.00;0.00;0.00;0.00
pgxl;60;1440229725;0.00;23.27;682.50;0.00;257.08;0.00;0.00;0.00;0.00
pgxl;60;1440229785;0.00;12.08;835.33;0.00;305.92;0.00;0.00;0.00;0.00
pgxl;60;1440229845;0.00;16.65;736.52;0.00;268.57;0.00;0.00;0.00;0.00
pgxl;60;1440229905;0.00;16.68;2803.28;0.00;12220.05;0.00;0.00;0.00;0.00
pgxl;60;1440229965;0.00;46.67;876.60;0.00;296.35;0.00;0.00;0.00;0.00
pgxl;60;1440230025;0.00;18.00;883.35;0.00;439.55;0.00;0.00;0.00;0.00
pgxl;60;1440230086;0.00;14.63;684.35;0.00;249.43;0.00;0.00;0.00;0.00
pgxl;60;1440230145;0.00;14.25;888.58;0.00;454.80;0.00;0.00;0.00;0.00
pgxl;60;1440230206;0.00;19.05;9127.93;0.00;23111.00;532.90;36.27;569.17;100.00
pgxl;60;1440230265;0.00;19.73;1054.93;0.00;380.20;0.00;0.00;0.00;0.00
pgxl;60;1440230325;0.00;18.42;828.22;0.00;335.82;0.00;0.00;0.00;0.00
pgxl;60;1440230386;0.40;18.97;1260.60;0.00;839.90;0.00;0.00;0.00;0.00
pgxl;60;1440230445;0.00;1592.42;1018.65;0.00;1578.13;0.00;0.00;0.00;0.00
pgxl;60;1440230505;0.00;16.30;956.80;0.00;399.65;0.00;0.00;0.00;0.00
pgxl;60;1440230566;0.00;18.15;828.87;0.00;472.65;0.00;0.00;0.00;0.00
pgxl;60;1440230625;0.00;22.27;688.00;0.00;263.40;0.00;0.00;0.00;0.00
pgxl;60;1440230685;0.00;14.27;688.78;0.00;259.77;0.00;0.00;0.00;0.00
pgxl;60;1440230746;0.00;13.10;689.07;0.00;269.63;0.00;0.00;0.00;0.00
pgxl;60;1440230806;6.67;15.08;708.10;0.08;271.93;0.00;0.00;0.00;0.00
pgxl;60;1440230866;0.00;15.40;838.62;0.00;305.65;0.00;0.00;0.00;0.00
pgxl;60;1440230926;0.00;13.73;830.43;0.00;318.65;0.00;0.00;0.00;0.00
pgxl;60;1440230986;0.00;14.72;834.23;0.00;308.85;0.00;0.00;0.00;0.00
pgxl;60;1440231046;0.00;16.25;1077.67;0.00;466.72;0.00;0.00;0.00;0.00
pgxl;60;1440231106;0.00;65.38;997.10;0.00;355.88;0.00;0.00;0.00;0.00
pgxl;60;1440231166;0.00;16.12;854.75;0.00;319.27;0.00;0.00;0.00;0.00
pgxl;60;1440231226;0.00;18.32;675.85;0.00;267.33;0.00;0.00;0.00;0.00
pgxl;60;1440231286;0.00;10.67;690.13;0.00;250.98;0.00;0.00;0.00;0.00
pgxl;60;1440231346;0.00;10.80;971.10;0.00;362.12;0.00;0.00;0.00;0.00
pgxl;60;1440231406;0.00;21.35;1437.15;0.00;2070.48;0.00;0.00;0.00;0.00
pgxl;60;1440231466;0.13;1586.42;692.97;0.00;427.20;0.00;0.00;0.00;0.00
pgxl;60;1440231526;0.00;16.32;692.40;0.00;336.30;0.00;0.00;0.00;0.00
pgxl;60;1440231586;0.00;13.15;1148.50;0.00;406.90;0.00;0.00;0.00;0.00
