# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl;60;1440229425;eth0;41.60;44.72;7.05;101.73;0.00;0.00;0.00
pgxl;60;1440229425;lo;92.03;92.03;23.01;23.01;0.00;0.00;0.00
pgxl;60;1440229485;eth0;50.43;47.12;8.31;46.11;0.00;0.00;0.00
pgxl;60;1440229485;lo;9.33;9.33;2.24;2.24;0.00;0.00;0.00
pgxl;60;1440229545;eth0;18.88;21.32;9.42;47.73;0.00;0.00;0.00
pgxl;60;1440229545;lo;9.33;9.33;2.28;2.28;0.00;0.00;0.00
pgxl;60;1440229605;eth0;20.42;22.92;12.28;57.57;0.00;0.00;0.00
pgxl;60;1440229605;lo;9.28;9.28;2.26;2.26;0.00;0.00;0.00
pgxl;60;1440229665;eth0;21.85;23.13;11.79;67.12;0.00;0.00;0.00
pgxl;60;1440229665;lo;9.45;9.45;2.30;2.30;0.00;0.00;0.00
pgxl;60;1440229725;eth0;21.07;22.38;10.71;86.99;0.00;0.00;0.00
pgxl;60;1440229725;lo;7.33;7.33;1.78;1.78;0.00;0.00;0.00
pgxl;60;1440229785;eth0;23.07;25.07;7.46;89.87;0.00;0.00;0.00
pgxl;60;1440229785;lo;9.28;9.28;2.25;2.25;0.00;0.00;0.00
pgxl;60;1440229845;eth0;19.25;21.23;13.36;69.90;0.00;0.00;0.00
pgxl;60;1440229845;lo;7.00;7.00;1.73;1.73;0.00;0.00;0.00
pgxl;60;1440229905;eth0;1608.72;626.65;11951.96;129.01;0.00;0.00;0.00
pgxl;60;1440229905;lo;11.60;11.60;2.78;2.78;0.00;0.00;0.00
pgxl;60;1440229965;eth0;19.17;21.52;7.33;54.13;0.00;0.00;0.00
pgxl;60;1440229965;lo;9.30;9.30;2.23;2.23;0.00;0.00;0.00
pgxl;60;1440230025;eth0;41.85;31.13;154.90;57.51;0.00;0.00;0.00
pgxl;60;1440230025;lo;9.33;9.33;2.25;2.25;0.00;0.00;0.00
pgxl;60;1440230086;eth0;17.97;19.80;10.33;56.75;0.00;0.00;0.00
pgxl;60;1440230086;lo;6.98;6.98;1.73;1.73;0.00;0.00;0.00
pgxl;60;1440230145;eth0;45.58;32.55;173.29;69.09;0.00;0.00;0.00
pgxl;60;1440230145;lo;9.32;9.32;2.25;2.25;0.00;0.00;0.00
pgxl;60;1440230206;eth0;2183.82;276.67;17161.15;125.73;0.00;0.00;0.00
pgxl;60;1440230206;lo;13.97;13.97;3.29;3.29;0.00;0.00;0.00
pgxl;60;1440230265;eth0;22.55;24.68;6.23;60.38;0.00;0.00;0.00
pgxl;60;1440230265;lo;11.90;11.90;2.82;2.82;0.00;0.00;0.00
pgxl;60;1440230325;eth0;52.35;49.57;8.69;81.46;0.00;0.00;0.00
pgxl;60;1440230325;lo;9.57;9.57;2.26;2.26;0.00;0.00;0.00
pgxl;60;1440230386;eth0;41.13;40.57;11.24;344.87;0.00;0.00;0.00
pgxl;60;1440230386;lo;16.87;16.87;3.75;3.75;0.00;0.00;0.00
pgxl;60;1440230445;eth0;24.05;26.70;8.41;106.62;0.00;0.00;0.00
pgxl;60;1440230445;lo;7.53;7.53;1.84;1.84;0.00;0.00;0.00
pgxl;60;1440230505;eth0;18.63;20.87;8.39;43.13;0.00;0.00;0.00
pgxl;60;1440230505;lo;9.57;9.57;2.31;2.31;0.00;0.00;0.00
pgxl;60;1440230566;eth0;22.12;24.50;9.27;78.08;0.00;0.00;0.00
pgxl;60;1440230566;lo;9.40;9.40;2.26;2.26;0.00;0.00;0.00
pgxl;60;1440230625;eth0;21.15;23.28;8.38;90.32;0.00;0.00;0.00
pgxl;60;1440230625;lo;7.37;7.37;1.80;1.80;0.00;0.00;0.00
pgxl;60;1440230685;eth0;18.45;21.58;7.75;78.69;0.00;0.00;0.00
pgxl;60;1440230685;lo;7.00;7.00;1.77;1.77;0.00;0.00;0.00
pgxl;60;1440230746;eth0;21.18;22.83;7.70;91.61;0.00;0.00;0.00
pgxl;60;1440230746;lo;6.98;6.98;1.75;1.75;0.00;0.00;0.00
pgxl;60;1440230806;eth0;22.13;24.67;7.83;109.80;0.00;0.00;0.00
pgxl;60;1440230806;lo;6.98;6.98;1.75;1.75;0.00;0.00;0.00
pgxl;60;1440230866;eth0;22.03;23.60;7.99;77.82;0.00;0.00;0.00
pgxl;60;1440230866;lo;9.32;9.32;2.28;2.28;0.00;0.00;0.00
pgxl;60;1440230926;eth0;25.10;27.93;8.04;110.78;0.00;0.00;0.00
pgxl;60;1440230926;lo;9.37;9.37;2.31;2.31;0.00;0.00;0.00
pgxl;60;1440230986;eth0;22.15;23.68;7.86;77.52;0.00;0.00;0.00
pgxl;60;1440230986;lo;9.30;9.30;2.28;2.28;0.00;0.00;0.00
pgxl;60;1440231046;eth0;33.42;32.45;67.18;76.82;0.00;0.00;0.00
pgxl;60;1440231046;lo;12.18;12.18;2.84;2.84;0.00;0.00;0.00
pgxl;60;1440231106;eth0;22.47;25.02;9.36;62.99;0.00;0.00;0.00
pgxl;60;1440231106;lo;11.65;11.65;2.80;2.80;0.00;0.00;0.00
pgxl;60;1440231166;eth0;23.72;25.42;10.94;79.85;0.00;0.00;0.00
pgxl;60;1440231166;lo;9.50;9.50;2.28;2.28;0.00;0.00;0.00
pgxl;60;1440231226;eth0;22.83;25.37;7.44;80.85;0.00;0.00;0.00
pgxl;60;1440231226;lo;6.03;6.03;1.62;1.62;0.00;0.00;0.00
pgxl;60;1440231286;eth0;16.92;18.87;5.81;51.27;0.00;0.00;0.00
pgxl;60;1440231286;lo;6.98;6.98;1.72;1.72;0.00;0.00;0.00
pgxl;60;1440231346;eth0;24.33;26.85;6.57;81.07;0.00;0.00;0.00
pgxl;60;1440231346;lo;11.58;11.58;2.75;2.75;0.00;0.00;0.00
pgxl;60;1440231406;eth0;37.05;41.77;7.17;200.87;0.00;0.00;0.00
pgxl;60;1440231406;lo;15.00;15.00;3.30;3.30;0.00;0.00;0.00
pgxl;60;1440231466;eth0;20.85;24.33;6.27;92.58;0.00;0.00;0.00
pgxl;60;1440231466;lo;7.08;7.08;1.72;1.72;0.00;0.00;0.00
pgxl;60;1440231526;eth0;20.17;23.30;5.99;98.84;0.00;0.00;0.00
pgxl;60;1440231526;lo;7.30;7.30;1.75;1.75;0.00;0.00;0.00
pgxl;60;1440231586;eth0;29.43;30.95;6.99;76.69;0.00;0.00;0.00
pgxl;60;1440231586;lo;14.22;14.22;3.30;3.30;0.00;0.00;0.00
pgxl;60;1440231646;eth0;21.30;21.90;6.98;59.23;0.00;0.00;0.00
pgxl;60;1440231646;lo;6.98;6.98;1.73;1.73;0.00;0.00;0.00
pgxl;60;1440231706;eth0;29.87;32.18;7.91;99.13;0.00;0.00;0.00
pgxl;60;1440231706;lo;9.33;9.33;2.25;2.25;0.00;0.00;0.00
pgxl;60;1440231766;eth0;24.42;27.35;8.55;86.76;0.00;0.00;0.00
pgxl;60;1440231766;lo;11.68;11.68;2.82;2.82;0.00;0.00;0.00
pgxl;60;1440231826;eth0;20.87;22.93;7.46;92.52;0.00;0.00;0.00
pgxl;60;1440231826;lo;7.08;7.08;1.76;1.76;0.00;0.00;0.00
pgxl;60;1440231886;eth0;26.15;28.32;7.96;96.05;0.00;0.00;0.00
pgxl;60;1440231886;lo;11.70;11.70;2.79;2.79;0.00;0.00;0.00
pgxl;60;1440231946;eth0;19.80;21.60;7.83;80.02;0.00;0.00;0.00
pgxl;60;1440231946;lo;6.98;6.98;1.77;1.77;0.00;0.00;0.00
pgxl;60;1440232006;eth0;19.82;21.77;7.85;83.56;0.00;0.00;0.00
pgxl;60;1440232006;lo;7.00;7.00;1.75;1.75;0.00;0.00;0.00
pgxl;60;1440232066;eth0;21.15;23.68;8.08;73.13;0.00;0.00;0.00
pgxl;60;1440232066;lo;9.30;9.30;2.28;2.28;0.00;0.00;0.00
pgxl;60;1440232126;eth0;18.47;20.47;7.75;68.23;0.00;0.00;0.00
pgxl;60;1440232126;lo;6.98;6.98;1.77;1.77;0.00;0.00;0.00
pgxl;60;1440232186;eth0;22.43;24.12;8.13;102.08;0.00;0.00;0.00
pgxl;60;1440232186;lo;6.98;6.98;1.76;1.76;0.00;0.00;0.00
pgxl;60;1440232246;eth0;49.03;44.70;29.14;89.80;0.00;0.00;0.00
pgxl;60;1440232246;lo;9.30;9.30;2.28;2.28;0.00;0.00;0.00
pgxl;60;1440232306;eth0;21.83;23.62;10.23;71.74;0.00;0.00;0.00
pgxl;60;1440232306;lo;9.33;9.33;2.25;2.25;0.00;0.00;0.00
pgxl;60;1440232366;eth0;22.02;23.85;10.18;69.53;0.00;0.00;0.00
pgxl;60;1440232366;lo;9.38;9.38;2.28;2.28;0.00;0.00;0.00
pgxl;60;1440232426;eth0;58.68;70.67;11.19;467.21;0.00;0.00;0.00
pgxl;60;1440232426;lo;15.03;15.03;3.34;3.34;0.00;0.00;0.00
pgxl;60;1440232486;eth0;20.18;21.90;8.64;81.12;0.00;0.00;0.00
pgxl;60;1440232486;lo;7.02;7.02;1.77;1.77;0.00;0.00;0.00
pgxl;60;1440232546;eth0;22.45;24.37;10.39;83.49;0.00;0.00;0.00
pgxl;60;1440232546;lo;9.30;9.30;2.30;2.30;0.00;0.00;0.00
pgxl;60;1440232606;eth0;16.77;18.80;8.71;50.08;0.00;0.00;0.00
pgxl;60;1440232606;lo;6.98;6.98;1.77;1.77;0.00;0.00;0.00
pgxl;60;1440232666;eth0;16.05;17.42;8.66;37.82;0.00;0.00;0.00
pgxl;60;1440232666;lo;7.02;7.02;1.78;1.78;0.00;0.00;0.00
