# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
pgxl;60;1440229425;-909.03;0.00;419.35
pgxl;60;1440229485;-56.93;0.00;1.27
pgxl;60;1440229545;9.55;0.00;2.22
pgxl;60;1440229605;-22.35;0.00;2.27
pgxl;60;1440229665;-1.48;0.00;1.75
pgxl;60;1440229725;-22.07;0.00;1.67
pgxl;60;1440229785;-11.70;0.00;1.57
pgxl;60;1440229845;-11.52;0.00;1.72
pgxl;60;1440229905;11.53;0.00;8.80
pgxl;60;1440229965;-76.17;0.00;1.67
pgxl;60;1440230025;-25.95;0.00;1.70
pgxl;60;1440230086;-1.82;0.00;1.62
pgxl;60;1440230145;-1.50;0.00;1.43
pgxl;60;1440230206;647.07;0.00;-567.22
pgxl;60;1440230265;-10.43;0.00;1.88
pgxl;60;1440230325;2.52;0.00;1.40
pgxl;60;1440230386;-1082.17;0.00;85.45
pgxl;60;1440230445;626.17;0.00;312.17
pgxl;60;1440230505;12.48;0.00;1.75
pgxl;60;1440230566;-18.67;0.00;2.18
pgxl;60;1440230625;-5.85;0.00;1.82
pgxl;60;1440230685;-28.88;0.00;1.70
pgxl;60;1440230746;5.15;0.00;1.77
pgxl;60;1440230806;-11.10;0.00;3.43
pgxl;60;1440230866;2.65;0.00;1.70
pgxl;60;1440230926;-0.75;0.00;1.63
pgxl;60;1440230986;-6.77;0.00;1.77
pgxl;60;1440231046;-34.28;0.00;13.47
pgxl;60;1440231106;0.05;0.00;1.82
pgxl;60;1440231166;-0.93;0.00;2.07
pgxl;60;1440231226;-8.78;0.00;1.75
pgxl;60;1440231286;-7.17;0.00;1.28
pgxl;60;1440231346;-10.45;0.00;1.18
pgxl;60;1440231406;-372.18;0.00;394.63
pgxl;60;1440231466;-23.08;0.00;1.35
pgxl;60;1440231526;-3.87;0.00;1.30
pgxl;60;1440231586;-1.02;0.00;1.47
pgxl;60;1440231646;-40.45;0.00;1.57
pgxl;60;1440231706;3.62;0.00;1.58
pgxl;60;1440231766;-4.63;0.00;1.78
pgxl;60;1440231826;-6.43;0.00;1.67
pgxl;60;1440231886;-1.48;0.00;1.73
pgxl;60;1440231946;-49.83;0.00;1.78
pgxl;60;1440232006;0.10;0.00;1.77
pgxl;60;1440232066;1.08;0.00;1.80
pgxl;60;1440232126;-5.07;0.00;1.82
pgxl;60;1440232186;-1.98;0.00;1.57
pgxl;60;1440232246;5.60;0.00;5.72
pgxl;60;1440232306;-23.30;0.00;2.38
pgxl;60;1440232366;-1.92;0.00;2.30
pgxl;60;1440232426;-380.47;0.00;395.35
pgxl;60;1440232486;-23.23;0.00;1.83
pgxl;60;1440232546;17.25;0.00;2.07
pgxl;60;1440232606;-34.33;0.00;2.05
pgxl;60;1440232666;-25.60;0.00;1.92
pgxl;60;1440232726;-62.95;0.00;2.08
pgxl;60;1440232786;-4.68;0.00;1.80
pgxl;60;1440232846;-11.18;0.00;1.92
pgxl;60;1440232906;-0.40;0.00;1.98
pgxl;60;1440232966;1805.73;0.00;-1779.98
pgxl;60;1440233026;1.62;0.00;16.38
pgxl;60;1440233086;-24.93;0.00;13.63
pgxl;60;1440233146;-65.42;0.00;1.57
pgxl;60;1440233206;-8.60;0.00;1.60
pgxl;60;1440233266;-2.75;0.00;1.50
pgxl;60;1440233326;-29.85;0.00;1.58
pgxl;60;1440233386;-7.23;0.00;1.22
pgxl;60;1440233446;313.48;0.00;13.92
pgxl;60;1440233506;135.08;0.00;-15.57
pgxl;60;1440233566;-35.28;0.00;1.32
pgxl;60;1440233626;-4.78;0.00;1.27
pgxl;60;1440233686;-1.97;0.00;1.08
pgxl;60;1440233746;-73.10;0.00;1.33
pgxl;60;1440233806;-8.72;0.00;1.28
pgxl;60;1440233866;-23.97;0.00;1.32
pgxl;60;1440233926;-15.00;0.00;1.35
pgxl;60;1440233986;10.15;0.00;1.20
pgxl;60;1440234046;82.03;0.00;1.37
pgxl;60;1440234106;-10.93;0.00;5.55
pgxl;60;1440234166;5.40;0.00;1.85
pgxl;60;1440234226;-36.98;0.00;1.52
pgxl;60;1440234286;-9.88;0.00;1.42
pgxl;60;1440234346;0.00;0.00;1.60
pgxl;60;1440234406;13.87;0.00;1.60
pgxl;60;1440234466;-36.73;0.00;1.50
pgxl;60;1440234526;-16.88;0.00;1.67
pgxl;60;1440234586;1.58;0.00;5.43
pgxl;60;1440234646;-17.12;0.00;35.62
pgxl;60;1440234706;-10.15;0.00;1.45
pgxl;60;1440234766;-40.40;0.00;1.35
pgxl;60;1440234826;-11.42;0.00;1.42
pgxl;60;1440234886;-2151.87;0.00;1.33
pgxl;60;1440234946;2143.15;0.00;20.83
pgxl;60;1440235006;-7.57;0.00;1.48
pgxl;60;1440235066;-36.57;0.00;1.32
pgxl;60;1440235126;-5.22;0.00;1.47
pgxl;60;1440235186;7.97;0.00;1.20
pgxl;60;1440235246;-0.90;0.00;1.48
pgxl;60;1440235306;-9.65;0.00;1.53
pgxl;60;1440235366;2.87;0.00;1.43
pgxl;60;1440235426;-2.83;0.00;1.38
pgxl;60;1440235486;-2.23;0.00;1.20
pgxl;60;1440235546;26.40;0.00;5.32
pgxl;60;1440235606;9.52;0.00;1.27
pgxl;60;1440235666;-33.85;0.00;1.23
pgxl;60;1440235726;14.17;0.00;1.12
pgxl;60;1440235786;-8.22;0.00;1.23
