ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
946684800,21296,10,pgxc,10.93.131.148,34513,2015-08-22 02:14:40.369077-04,2015-08-22 02:14:44.747842-04,2015-08-22 02:14:44.750393-04,f,COPY public.orders FROM STDIN DELIMITER AS '|',active,2015-08-22 02:14:44.801719-04
946684800,21297,10,pgxc,10.93.131.148,34598,2015-08-22 02:14:44.786641-04,2015-08-22 02:14:44.747333-04,2015-08-22 02:14:44.750609-04,f,COPY public.part FROM STDIN DELIMITER AS '|',active,2015-08-22 02:14:44.800923-04
946684800,21299,10,psql,10.93.131.148,34652,2015-08-22 02:14:44.864659-04,,2015-08-22 02:14:44.873336-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 02:14:44.873338-04
946684800,21300,10,psql,10.93.131.148,34653,2015-08-22 02:14:44.866851-04,,2015-08-22 02:14:44.879323-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 02:14:44.879327-04
946684800,21301,10,psql,10.93.131.148,34654,2015-08-22 02:14:44.867123-04,,2015-08-22 02:14:44.873213-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 02:14:44.873216-04
946684800,21302,10,psql,10.93.131.148,34655,2015-08-22 02:14:44.868538-04,,2015-08-22 02:14:44.880292-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 02:14:44.880295-04
946684800,21296,10,pgxc,10.93.131.148,34513,2015-08-22 02:14:40.369077-04,2015-08-22 02:14:44.747842-04,2015-08-22 02:14:44.750393-04,f,COPY public.orders FROM STDIN DELIMITER AS '|',active,2015-08-22 02:14:44.801719-04
946684800,21297,10,pgxc,10.93.131.148,34598,2015-08-22 02:14:44.786641-04,2015-08-22 02:14:44.766197-04,2015-08-22 02:14:45.186186-04,f,COPY public.partsupp FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:26.161456-04
946684800,21304,10,pgxc,10.93.131.148,34665,2015-08-22 02:14:44.956255-04,2015-08-22 02:14:44.763087-04,2015-08-22 02:14:45.144957-04,f,COPY public.customer FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:03.638283-04
946684800,21305,10,pgxc,10.93.131.148,34673,2015-08-22 02:14:45.035188-04,2015-08-22 02:14:44.751773-04,2015-08-22 02:14:44.753632-04,f,COPY public.customer FROM STDIN DELIMITER AS '|',active,2015-08-22 02:14:45.073177-04
946684800,21306,10,pgxc,10.93.131.148,34681,2015-08-22 02:14:45.672483-04,2015-08-22 02:14:44.763246-04,2015-08-22 02:14:45.12652-04,f,COPY public.partsupp FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:14.900958-04
946684800,21307,10,pgxc,10.93.131.148,34689,2015-08-22 02:14:49.180056-04,2015-08-22 02:14:44.756021-04,2015-08-22 02:14:45.171816-04,f,COPY public.lineitem FROM STDIN DELIMITER AS '|',active,2015-08-22 02:14:51.221488-04
946684800,21308,10,pgxc,10.93.131.148,34697,2015-08-22 02:14:53.75195-04,2015-08-22 02:14:44.762662-04,2015-08-22 02:14:44.993095-04,f,COPY public.lineitem FROM STDIN DELIMITER AS '|',active,2015-08-22 02:14:55.213262-04
946684800,21303,10,pgxc,10.93.131.148,34657,2015-08-22 02:14:44.87958-04,2015-08-22 02:14:44.766867-04,2015-08-22 02:14:45.194985-04,f,COPY public.partsupp FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:26.162043-04
946684800,21309,10,pgxc,10.93.131.148,34705,2015-08-22 02:14:57.108309-04,2015-08-22 02:14:44.762676-04,2015-08-22 02:14:45.365818-04,f,COPY public.lineitem FROM STDIN DELIMITER AS '|',active,2015-08-22 02:14:58.925769-04
946684800,21310,10,pgxc,10.93.131.148,34713,2015-08-22 02:15:01.183144-04,2015-08-22 02:14:44.763205-04,2015-08-22 02:14:45.160355-04,f,COPY public.lineitem FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:03.755209-04
946684800,21311,10,pgxc,10.93.131.148,34721,2015-08-22 02:15:06.693718-04,2015-08-22 02:14:44.76385-04,2015-08-22 02:14:45.423969-04,f,COPY public.lineitem FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:09.993996-04
946684800,21316,10,pgxc,10.93.131.148,34763,2015-08-22 02:15:29.301237-04,2015-08-22 02:14:44.767757-04,2015-08-22 02:14:45.191116-04,f,COPY public.orders FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:32.084168-04
946684800,21313,10,pgxc,10.93.131.148,34739,2015-08-22 02:15:12.404457-04,2015-08-22 02:14:44.765746-04,2015-08-22 02:14:45.131122-04,f,COPY public.customer FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:14.898607-04
946684800,21314,10,pgxc,10.93.131.148,34747,2015-08-22 02:15:17.698223-04,2015-08-22 02:14:44.766626-04,2015-08-22 02:14:45.198697-04,f,COPY public.supplier FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:20.728534-04
946684800,21315,10,pgxc,10.93.131.148,34755,2015-08-22 02:15:23.53206-04,2015-08-22 02:14:44.765962-04,2015-08-22 02:14:46.271772-04,f,COPY public.part FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:27.538092-04
946684800,21317,10,pgxc,10.93.131.148,34771,2015-08-22 02:15:37.141159-04,2015-08-22 02:14:44.767987-04,2015-08-22 02:14:45.196543-04,f,COPY public.partsupp FROM STDIN DELIMITER AS '|',active,2015-08-22 02:15:40.142059-04
946684800,21319,10,pgxc,10.93.131.148,34782,2015-08-22 02:15:44.474974-04,,,f,"",idle,2015-08-22 02:15:44.952139-04
