Linux 3.10.0-229.el7.x86_64 (pgxl5) 	08/22/2015 	_x86_64_	(4 CPU)

02:14:24 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:15:24 AM     all      6.88      0.00      2.40      0.97      0.03     89.71
02:16:24 AM     all      5.22      0.00      1.28      2.17      0.05     91.29
02:17:24 AM     all     12.75      0.00      1.36      3.34      0.06     82.49
02:18:24 AM     all     17.32      0.00      1.42      2.59      0.06     78.62
02:19:24 AM     all      8.85      0.00      1.42      4.18      0.06     85.49
02:20:24 AM     all     13.39      0.00      1.60      6.55      0.07     78.40
02:21:24 AM     all     44.01      0.00      2.54      6.96      0.05     46.43
02:22:24 AM     all     42.65      0.00      2.01      3.36      0.06     51.91
02:23:24 AM     all     41.88      0.00      1.86      3.38      0.06     52.82
02:24:24 AM     all      5.68      0.00      1.55      4.24      0.08     88.46
02:25:24 AM     all      5.91      0.00      1.62      4.24      0.09     88.14
02:26:24 AM     all      6.28      0.00      1.63      5.76      0.09     86.24
02:27:24 AM     all     14.76      0.00      2.35      3.43      0.08     79.39
02:28:24 AM     all     25.71      0.00      1.44      2.48      0.07     70.30
02:29:24 AM     all     42.01      0.00      3.78     12.23      0.10     41.88
02:30:24 AM     all     54.13      0.00      3.38     20.48      0.06     21.96
02:31:24 AM     all     65.56      0.00      4.48      9.54      0.05     20.37
02:32:24 AM     all     62.57      0.00      3.76      4.81      0.06     28.81
02:33:24 AM     all     59.22      0.00      1.23      1.35      0.06     38.14
02:34:24 AM     all     33.33      0.00      1.09      2.18      0.09     63.31
02:35:24 AM     all      9.47      0.00      0.89      1.81      0.09     87.74
02:36:24 AM     all      5.32      0.00      0.82      2.01      0.09     91.75
02:37:24 AM     all      5.35      0.00      0.84      2.32      0.08     91.41
02:38:24 AM     all      5.38      0.00      0.79      2.09      0.09     91.65
02:39:24 AM     all      5.39      0.00      0.89      2.31      0.09     91.33
02:40:24 AM     all      5.54      0.00      0.97      2.05      0.09     91.34
02:41:24 AM     all      6.17      0.00      0.96      2.69      0.09     90.09
02:42:24 AM     all      5.52      0.00      0.84      1.58      0.09     91.97
02:43:24 AM     all      5.63      0.00      0.86      1.85      0.09     91.57
02:44:24 AM     all      5.65      0.00      0.90      2.18      0.09     91.19
02:45:24 AM     all     21.12      0.00      1.53      2.58      0.08     74.69
02:46:24 AM     all     30.34      0.00      2.06     40.47      0.05     27.07
02:47:24 AM     all     34.09      0.00      2.50     30.89      0.03     32.48
02:48:24 AM     all     47.75      0.00      7.60     13.43      0.03     31.19
02:49:24 AM     all     62.25      0.00     11.51      7.51      0.03     18.70
02:50:24 AM     all     88.23      0.00      3.40      6.01      0.00      2.35
02:51:24 AM     all     27.09      0.00      2.80     37.47      0.04     32.59
02:52:24 AM     all      0.41      0.00      0.86     19.28      0.02     79.43
02:53:24 AM     all      0.84      0.00      1.02     26.17      0.04     71.93
02:54:24 AM     all      0.74      0.00      0.98     27.65      0.04     70.59
02:55:24 AM     all      1.11      0.00      1.28     25.24      0.04     72.34
02:56:24 AM     all      0.53      0.00      1.14     24.56      0.03     73.73
02:57:24 AM     all     30.67      0.00      1.39      3.39      0.01     64.54
