# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl3;60;1440224124;149.80;13338.68;6902.95;0.33;79456.08;0.00;0.00;0.00;0.00
pgxl3;60;1440224184;0.40;27688.78;4274.53;0.00;8372.33;0.00;0.00;0.00;0.00
pgxl3;60;1440224244;0.27;31491.53;4408.07;0.00;8872.82;0.00;0.00;0.00;0.00
pgxl3;60;1440224304;0.13;29302.03;4055.07;0.00;10226.78;0.00;0.00;0.00;0.00
pgxl3;60;1440224364;2.93;33997.28;4172.25;0.02;8464.38;0.00;0.00;0.00;0.00
pgxl3;60;1440224424;0.13;46680.03;3980.75;0.00;9559.80;0.00;0.00;0.00;0.00
pgxl3;60;1440224484;0.13;50852.48;11016.05;0.00;13816.38;0.00;0.00;0.00;0.00
pgxl3;60;1440224544;5.80;42266.38;4526.98;0.03;10210.18;0.00;0.00;0.00;0.00
pgxl3;60;1440224604;0.00;48115.32;1696.33;0.00;13488.13;0.00;0.00;0.00;0.00
pgxl3;60;1440224664;0.00;41482.90;1626.05;0.00;8265.88;0.00;0.00;0.00;0.00
pgxl3;60;1440224724;0.00;42138.58;2223.17;0.00;7983.97;0.00;0.00;0.00;0.00
pgxl3;60;1440224784;26.80;50835.37;2540.62;0.20;7914.40;0.00;0.00;0.00;0.00
pgxl3;60;1440224844;15.47;38165.02;10886.58;0.17;15323.32;0.00;0.00;0.00;0.00
pgxl3;60;1440224904;0.00;35011.92;2376.03;0.00;14223.02;0.00;0.00;0.00;0.00
pgxl3;60;1440224964;3.60;58211.55;5963.03;0.00;11124.58;0.00;0.00;0.00;0.00
pgxl3;60;1440225024;1.00;84615.90;7378.82;0.02;24517.97;0.00;0.00;0.00;0.00
pgxl3;60;1440225084;3.47;55582.25;7237.07;0.02;15399.25;0.00;0.00;0.00;0.00
pgxl3;60;1440225144;0.00;37057.00;5699.33;0.00;19891.45;0.00;0.00;0.00;0.00
pgxl3;60;1440225204;0.00;17032.20;1798.62;0.00;11744.20;0.00;0.00;0.00;0.00
pgxl3;60;1440225264;0.00;21214.47;1941.82;0.00;7153.10;0.00;0.00;0.00;0.00
pgxl3;60;1440225324;0.00;21012.98;1554.52;0.00;11593.17;0.00;0.00;0.00;0.00
pgxl3;60;1440225384;0.00;20194.40;1478.43;0.00;6203.88;0.00;0.00;0.00;0.00
pgxl3;60;1440225444;0.00;19861.97;1505.52;0.00;6289.22;0.00;0.00;0.00;0.00
pgxl3;60;1440225504;0.00;20239.03;1497.40;0.00;6185.57;0.00;0.00;0.00;0.00
pgxl3;60;1440225564;0.00;20163.98;1822.60;0.00;6299.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225624;0.00;20968.92;2400.80;0.00;6101.42;0.00;0.00;0.00;0.00
pgxl3;60;1440225684;0.00;21287.62;2086.75;0.00;6569.33;0.00;0.00;0.00;0.00
pgxl3;60;1440225744;0.00;19102.27;1647.90;0.00;6038.50;0.00;0.00;0.00;0.00
pgxl3;60;1440225804;0.00;14356.28;1470.88;0.00;6144.98;0.00;0.00;0.00;0.00
pgxl3;60;1440225864;0.00;20222.02;1472.20;0.00;6142.38;0.00;0.00;0.00;0.00
pgxl3;60;1440225924;0.00;27528.80;1486.08;0.00;5814.13;0.00;0.00;0.00;0.00
pgxl3;60;1440225984;0.00;85262.98;3448.17;0.00;7251.72;0.00;0.00;0.00;0.00
pgxl3;60;1440226044;31.80;84786.12;6951.18;0.67;29871.03;12261.28;162.50;12415.33;99.93
pgxl3;60;1440226104;10629.80;28696.53;33722.88;1.13;28639.03;25075.38;1054.40;26129.70;100.00
pgxl3;60;1440226164;51925.20;4.32;51156.80;0.10;61922.57;56917.72;2003.20;58919.27;100.00
pgxl3;60;1440226224;18381.60;28055.22;11798.00;3.02;30034.80;13342.57;347.73;13686.75;99.97
pgxl3;60;1440226284;728.00;82193.20;512.07;0.05;28074.47;8910.72;0.00;8901.40;99.90
pgxl3;60;1440226344;16819.35;62251.57;890.05;0.28;61978.30;0.00;0.00;0.00;0.00
pgxl3;60;1440226404;59535.53;46.23;1116.15;0.07;7773.73;0.00;0.00;0.00;0.00
pgxl3;60;1440226464;59547.67;45.65;274.90;0.00;5009.68;0.00;0.00;0.00;0.00
pgxl3;60;1440226524;59554.80;61.55;224.48;0.00;101.63;0.00;0.00;0.00;0.00
pgxl3;60;1440226584;8774.73;90.92;2004.65;0.15;4598.22;0.00;0.00;0.00;0.00
pgxl3;60;1440226644;0.13;33.08;229.70;0.00;4571.05;0.00;0.00;0.00;0.00
