# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
pgxl1;60;1440229426;223104;30764716;99.28;0;28941008;10555568;34.06;13869956;16101504;383204
pgxl1;60;1440229486;240456;30747364;99.22;0;28643236;10719244;34.59;11019608;18684108;580204
pgxl1;60;1440229546;229800;30758020;99.26;0;28338032;10639676;34.34;10788800;18530716;26412
pgxl1;60;1440229606;241548;30746272;99.22;0;28111056;10793652;34.83;10820408;18421772;294688
pgxl1;60;1440229666;227072;30760748;99.27;0;28007300;10915564;35.23;10886800;18373236;128104
pgxl1;60;1440229726;241080;30746740;99.22;0;27945620;10963780;35.38;10908820;18338768;177172
pgxl1;60;1440229786;214180;30773640;99.31;0;28066088;10865356;35.06;11760828;17519080;10228
pgxl1;60;1440229846;212556;30775264;99.31;0;27939076;11039400;35.62;11009284;18289020;5740
pgxl1;60;1440229906;232588;30755232;99.25;0;28194496;10747408;34.68;12582220;16703312;601884
pgxl1;60;1440229966;233960;30753860;99.24;0;28072676;10861596;35.05;12430124;16837728;184540
pgxl1;60;1440230026;242324;30745496;99.22;0;27842732;11107580;35.84;11496968;17774504;449988
pgxl1;60;1440230086;1272176;29715644;95.89;0;26526460;11401552;36.79;14674216;13578580;52
pgxl1;60;1440230146;775648;30212172;97.50;0;26945124;11487564;37.07;16864620;11888796;3012
pgxl1;60;1440230206;233524;30754296;99.25;0;27749016;11684880;37.71;17581080;12309200;389148
pgxl1;60;1440230266;240828;30746992;99.22;0;27663692;11781728;38.02;17038020;12845116;396320
pgxl1;60;1440230326;212804;30775016;99.31;0;27114180;12194660;39.35;15793520;13818324;92
pgxl1;60;1440230386;221724;30766096;99.28;0;26740572;12341556;39.83;13599980;15784704;151116
pgxl1;60;1440230446;225504;30762316;99.27;0;26514664;12566128;40.55;12467020;16917216;273156
pgxl1;60;1440230506;218668;30769152;99.29;0;26613296;12364616;39.90;12395232;16922748;54252
pgxl1;60;1440230566;227320;30760500;99.27;0;26270416;12543772;40.48;12088220;17062076;19904
pgxl1;60;1440230626;677544;30310276;97.81;0;25592628;12746884;41.14;12585704;16088664;1572
pgxl1;60;1440230686;216532;30771288;99.30;0;25957736;12842568;41.44;12590932;16543944;2688
pgxl1;60;1440230746;214112;30773708;99.31;0;25861504;12940840;41.76;12508108;16629692;115040
