# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
pgxl1;60;1440229426;-40558.02;0.00;35500.97
pgxl1;60;1440229486;72.30;0.00;-1240.72
pgxl1;60;1440229546;-44.40;0.00;-1271.68
pgxl1;60;1440229606;48.95;0.00;-945.73
pgxl1;60;1440229666;-60.32;0.00;-432.32
pgxl1;60;1440229726;58.37;0.00;-257.00
pgxl1;60;1440229786;-112.08;0.00;501.95
pgxl1;60;1440229846;-6.77;0.00;-529.22
pgxl1;60;1440229906;83.47;0.00;1064.25
pgxl1;60;1440229966;5.72;0.00;-507.58
pgxl1;60;1440230026;34.85;0.00;-958.10
pgxl1;60;1440230086;4291.05;0.00;-5484.47
pgxl1;60;1440230146;-2068.87;0.00;1744.43
pgxl1;60;1440230206;-2258.85;0.00;3349.55
pgxl1;60;1440230266;30.43;0.00;-355.52
pgxl1;60;1440230326;-116.77;0.00;-2289.63
pgxl1;60;1440230386;37.17;0.00;-1556.70
pgxl1;60;1440230446;15.75;0.00;-941.28
pgxl1;60;1440230506;-28.48;0.00;410.97
pgxl1;60;1440230566;36.05;0.00;-1428.67
pgxl1;60;1440230626;1875.93;0.00;-2824.12
pgxl1;60;1440230686;-1920.88;0.00;1521.28
pgxl1;60;1440230746;-10.08;0.00;-400.97
pgxl1;60;1440230806;36.87;0.00;-346.97
pgxl1;60;1440230866;1983.92;0.00;886.00
pgxl1;60;1440230926;-1980.18;0.00;2814.72
pgxl1;60;1440230986;17.92;0.00;-1290.17
pgxl1;60;1440231046;-66.32;0.00;-781.07
pgxl1;60;1440231106;79.38;0.00;533.60
pgxl1;60;1440231166;1993.47;0.00;85.32
pgxl1;60;1440231226;-1433.55;0.00;4147.60
pgxl1;60;1440231286;-628.28;0.00;642.82
pgxl1;60;1440231346;46.05;0.00;-1410.27
pgxl1;60;1440231406;106.67;0.00;976.15
pgxl1;60;1440231466;1675.83;0.00;-1644.78
pgxl1;60;1440231526;-1816.93;0.00;1812.40
pgxl1;60;1440231586;5503.10;0.00;-363.98
pgxl1;60;1440231646;-5424.43;0.00;4052.03
pgxl1;60;1440231706;7.17;0.00;-15.60
pgxl1;60;1440231766;-67.65;0.00;-473.87
pgxl1;60;1440231826;-22.42;0.00;-747.73
pgxl1;60;1440231886;506.90;0.00;-490.68
pgxl1;60;1440231946;-537.73;0.00;-1163.72
pgxl1;60;1440232006;68.43;0.00;-911.53
pgxl1;60;1440232066;-2.22;0.00;259.80
pgxl1;60;1440232126;-4.92;0.00;-650.07
pgxl1;60;1440232186;-7.57;0.00;-791.88
pgxl1;60;1440232246;1125.97;0.00;-2339.33
pgxl1;60;1440232306;-1161.98;0.00;-212.87
pgxl1;60;1440232366;65.15;0.00;-1747.65
pgxl1;60;1440232426;-71.28;0.00;-396.45
pgxl1;60;1440232486;6.85;0.00;-2747.73
pgxl1;60;1440232546;4325.92;0.00;2444.12
pgxl1;60;1440232606;-4221.95;0.00;3025.17
pgxl1;60;1440232666;-94.83;0.00;-2262.82
pgxl1;60;1440232726;-31.47;0.00;5658.60
pgxl1;60;1440232786;805.47;0.00;-923.57
pgxl1;60;1440232846;-285.45;0.00;-38.52
pgxl1;60;1440232906;156.05;0.00;287.12
pgxl1;60;1440232966;2392.40;0.00;1848.70
pgxl1;60;1440233026;-3061.08;0.00;1384.27
pgxl1;60;1440233086;168.62;0.00;-2776.00
pgxl1;60;1440233146;-73.08;0.00;-1633.87
pgxl1;60;1440233206;-23.62;0.00;-391.35
pgxl1;60;1440233266;24.00;0.00;161.27
pgxl1;60;1440233326;120.50;0.00;549.73
pgxl1;60;1440233386;-143.68;0.00;-103.62
pgxl1;60;1440233446;6137.12;0.00;-6013.32
pgxl1;60;1440233506;-6146.97;0.00;4905.88
pgxl1;60;1440233566;6435.93;0.00;-3632.62
pgxl1;60;1440233626;-6501.62;0.00;5222.00
pgxl1;60;1440233686;80.15;0.00;-187.07
pgxl1;60;1440233746;-54.31;0.00;1518.90
pgxl1;60;1440233806;-29.97;0.00;4.63
pgxl1;60;1440233866;2612.55;0.00;-2842.68
pgxl1;60;1440233926;-2499.55;0.00;2212.73
pgxl1;60;1440233986;12753.55;0.00;-7601.62
pgxl1;60;1440234046;-8921.60;0.00;9423.30
pgxl1;60;1440234106;-3889.97;0.00;885.45
pgxl1;60;1440234166;59.07;0.00;2150.70
