# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl1;60;1440229426;43510.33;11517.32;88358.43;0.03;17505.07;13719.03;17.07;13603.80;99.04
pgxl1;60;1440229486;34798.40;23979.98;55420.38;0.00;26125.97;15039.30;0.00;15039.12;100.00
pgxl1;60;1440229546;33679.67;22544.98;37075.52;0.02;36939.18;11087.22;0.00;11086.88;100.00
pgxl1;60;1440229606;28378.53;19116.10;27931.48;0.52;17502.68;10834.68;51.20;10885.88;100.00
pgxl1;60;1440229666;58799.07;10175.25;9676.23;0.00;17596.60;16403.08;0.00;16402.88;100.00
pgxl1;60;1440229726;27881.38;9752.70;20475.65;3.38;10056.77;9376.30;34.13;9410.20;100.00
pgxl1;60;1440229786;42268.80;11462.62;8738.15;0.00;17665.42;10954.12;136.53;11090.58;100.00
pgxl1;60;1440229846;52879.53;451.87;3373.40;0.58;18698.28;12784.55;68.27;12852.82;100.00
pgxl1;60;1440229906;45383.67;758.63;8315.63;0.03;27739.05;10294.57;136.53;10428.52;99.98
pgxl1;60;1440229966;44874.47;14778.87;11189.42;0.00;29794.87;10128.57;190.93;10316.30;99.97
pgxl1;60;1440230026;51093.53;32392.95;8378.50;0.02;42995.90;17727.77;189.33;17916.57;100.00
pgxl1;60;1440230086;53800.27;8085.50;4417.55;0.00;25420.83;4416.85;51.20;4468.03;100.00
pgxl1;60;1440230146;21775.13;1483.23;8427.30;0.07;6925.63;0.00;0.00;0.00;0.00
pgxl1;60;1440230206;11509.00;266.62;22952.93;0.03;11491.25;787.12;0.00;787.12;100.00
pgxl1;60;1440230266;11177.33;14800.98;31181.47;0.07;12544.35;6877.95;17.07;6894.57;99.99
pgxl1;60;1440230326;3042.07;12568.25;25101.12;0.08;24366.33;4521.27;17.07;4538.08;99.99
pgxl1;60;1440230386;43018.73;8078.73;27339.77;1.90;46403.10;11619.02;17.07;11635.90;100.00
pgxl1;60;1440230446;52935.27;17424.75;3263.98;1.40;22000.02;17680.53;0.00;17680.22;100.00
pgxl1;60;1440230506;30026.60;20004.15;12933.02;0.63;25380.53;8485.12;0.00;8484.95;100.00
pgxl1;60;1440230566;36076.00;18477.62;18257.53;0.00;36984.03;11347.43;17.07;11360.03;99.96
pgxl1;60;1440230626;33369.80;14126.35;27486.35;0.00;19543.48;8176.58;17.07;8193.35;100.00
pgxl1;60;1440230686;13110.27;504.67;8449.92;0.02;5874.92;1855.25;0.00;1855.25;100.00
pgxl1;60;1440230746;13323.33;262.48;7161.12;0.00;7897.65;3777.83;0.00;3777.77;100.00
pgxl1;60;1440230806;11531.07;3950.43;3762.00;1.33;6629.23;3290.32;0.00;3290.23;100.00
pgxl1;60;1440230866;26454.33;576.80;2302.55;0.17;13464.63;766.77;0.00;766.77;100.00
pgxl1;60;1440230926;31523.47;210.60;6655.23;0.02;22961.85;2085.30;0.00;2085.05;99.99
pgxl1;60;1440230986;27552.93;184.82;5835.03;0.00;11127.05;8168.38;17.07;8185.37;100.00
pgxl1;60;1440231046;29920.93;7.57;54541.43;1.37;11437.77;8723.37;35.20;8752.78;99.93
pgxl1;60;1440231106;43742.87;9217.52;9267.78;0.57;36227.22;14523.08;19.73;14540.58;99.98
pgxl1;60;1440231166;16856.93;23051.87;31486.45;0.02;14454.42;5326.00;0.00;5325.67;99.99
pgxl1;60;1440231226;12555.80;4834.53;2378.63;0.02;3070.92;0.00;0.00;0.00;0.00
pgxl1;60;1440231286;36269.93;4122.55;7814.83;0.03;27251.32;11585.28;68.27;11653.47;100.00
pgxl1;60;1440231346;22671.40;3075.78;6875.70;0.00;14776.97;3579.83;17.07;3596.90;100.00
pgxl1;60;1440231406;17009.47;19487.17;1141.83;0.35;8833.28;6805.70;0.00;6805.05;99.99
pgxl1;60;1440231466;21291.93;15388.30;14638.38;0.00;30742.07;2419.50;34.13;2453.48;99.99
pgxl1;60;1440231526;14543.07;14604.70;2009.80;0.00;4032.40;1881.63;0.00;1881.63;100.00
pgxl1;60;1440231586;38696.60;59.32;9372.70;0.13;18613.77;4528.48;17.07;4545.55;100.00
pgxl1;60;1440231646;42670.73;4268.95;37086.00;1.83;15933.47;7785.32;20.27;7803.38;99.97
pgxl1;60;1440231706;33516.87;4865.48;26946.77;0.07;16890.82;9022.95;0.00;9022.27;99.99
pgxl1;60;1440231766;22739.67;4033.12;34148.25;0.00;26351.85;4873.47;34.13;4907.47;100.00
pgxl1;60;1440231826;20715.40;2836.85;37162.28;1.10;13713.57;6107.92;0.00;6105.57;99.96
pgxl1;60;1440231886;3536.68;829.23;16584.17;0.00;14077.37;995.78;17.06;1012.85;100.00
pgxl1;60;1440231946;6994.40;2128.55;10127.25;0.02;14352.10;3510.02;34.13;3544.03;100.00
pgxl1;60;1440232006;6518.47;2531.10;7801.98;0.00;14152.65;3265.90;0.00;3265.83;100.00
pgxl1;60;1440232066;10228.80;2201.18;91309.23;0.00;26841.18;3888.35;34.13;3922.48;100.00
pgxl1;60;1440232126;17232.53;11924.07;5759.53;0.00;13180.28;4992.80;0.00;4992.75;100.00
pgxl1;60;1440232186;16969.73;273.62;8942.15;0.00;15404.30;5064.35;0.00;5064.25;100.00
pgxl1;60;1440232246;4720.60;7.80;22380.53;1.45;32426.32;486.38;34.13;520.52;100.00
pgxl1;60;1440232306;10855.53;5.17;17259.38;0.00;27297.55;2910.12;17.07;2926.87;99.99
pgxl1;60;1440232366;11966.47;4.93;9266.28;0.03;22557.55;7689.87;0.00;7689.68;100.00
pgxl1;60;1440232426;26910.93;19157.53;7257.85;0.28;16243.92;7303.30;0.00;7302.57;99.99
pgxl1;60;1440232486;47961.33;17034.12;15673.68;0.95;23539.88;15143.63;34.67;15177.48;99.99
pgxl1;60;1440232546;28970.27;11419.87;5100.65;0.02;17449.23;4629.22;0.00;4629.72;100.01
pgxl1;60;1440232606;37337.13;2738.18;11174.45;0.00;11354.48;6342.83;17.07;6359.90;100.00
pgxl1;60;1440232666;46165.47;2585.80;18153.10;0.00;17972.47;14078.17;34.13;14111.20;99.99
pgxl1;60;1440232726;44992.75;18924.17;5938.60;0.02;24306.77;14305.98;0.00;14305.45;100.00
pgxl1;60;1440232786;39286.07;21629.28;5076.58;0.00;12200.28;9655.58;0.00;9655.18;100.00
pgxl1;60;1440232846;50538.67;360.10;5931.90;1.73;14037.68;5793.67;0.00;5789.07;99.92
pgxl1;60;1440232906;25614.73;101.67;3503.35;0.03;10794.58;2195.88;17.07;2212.90;100.00
pgxl1;60;1440232966;5839.20;357.05;8356.00;0.03;9214.87;0.00;0.00;0.00;0.00
pgxl1;60;1440233026;25597.73;3251.20;28386.57;0.00;9271.08;5514.85;34.13;5548.78;100.00
pgxl1;60;1440233086;21641.00;10278.38;68903.83;0.02;15251.70;10049.73;85.33;10135.03;100.00
pgxl1;60;1440233146;22373.73;41468.12;7230.12;0.00;27779.32;15276.62;102.40;15378.78;100.00
pgxl1;60;1440233206;28779.13;8131.33;2550.73;0.57;9687.25;9392.58;0.00;9392.55;100.00
pgxl1;60;1440233266;31345.20;9606.43;416.28;0.00;10559.98;10015.85;0.00;10015.80;100.00
pgxl1;60;1440233326;53965.80;4482.98;6624.77;0.50;21336.98;6952.17;51.20;7001.32;99.97
pgxl1;60;1440233386;43606.27;12505.67;19013.87;0.00;24621.22;11357.97;0.00;11357.60;100.00
pgxl1;60;1440233446;10710.80;10266.58;25001.32;1.95;14791.10;4596.43;17.07;4613.43;100.00
pgxl1;60;1440233506;32939.13;7.38;10899.75;0.05;15520.23;4618.17;170.67;4788.27;99.99
pgxl1;60;1440233566;26681.13;12878.78;5411.18;0.03;22207.85;7920.13;0.00;7920.13;100.00
pgxl1;60;1440233626;21483.87;12396.93;5170.50;0.00;9322.58;3084.80;17.07;3101.83;100.00
pgxl1;60;1440233686;9804.40;12267.22;3713.43;0.00;9738.80;4789.90;0.00;4782.25;99.84
pgxl1;60;1440233746;27518.61;46226.50;10800.05;0.00;35422.16;14481.90;34.13;14514.93;99.99
pgxl1;60;1440233806;48487.40;14020.28;2980.33;0.00;16864.37;12806.37;0.00;12806.20;100.00
pgxl1;60;1440233866;50440.67;6744.42;6106.23;0.00;22573.52;11033.57;34.13;11067.65;100.00
pgxl1;60;1440233926;45423.13;11314.00;5787.00;0.03;17077.80;3532.22;0.00;3532.22;100.00
pgxl1;60;1440233986;12703.53;86.73;8687.38;0.00;24735.98;1368.52;0.00;1368.52;100.00
pgxl1;60;1440234046;37691.87;80.65;9486.88;2.03;8260.32;0.00;0.00;0.00;0.00
