# hostname;interval;timestamp;pswpin/s;pswpout/s
pgxl;60;1440224124;0.00;0.00
pgxl;60;1440224184;0.00;0.00
pgxl;60;1440224244;0.00;0.00
pgxl;60;1440224304;0.00;0.00
pgxl;60;1440224364;0.00;0.00
pgxl;60;1440224424;0.00;0.00
pgxl;60;1440224484;0.00;0.00
pgxl;60;1440224544;0.00;0.00
pgxl;60;1440224604;0.00;0.00
pgxl;60;1440224664;0.00;0.00
pgxl;60;1440224724;0.00;0.00
pgxl;60;1440224784;0.00;0.00
pgxl;60;1440224844;0.00;0.00
pgxl;60;1440224904;0.00;0.00
pgxl;60;1440224964;0.00;0.00
pgxl;60;1440225024;0.00;0.00
pgxl;60;1440225084;0.00;0.00
pgxl;60;1440225144;0.00;0.00
pgxl;60;1440225204;0.00;0.00
pgxl;60;1440225264;0.00;0.00
pgxl;60;1440225324;0.00;0.00
pgxl;60;1440225384;0.00;0.00
pgxl;60;1440225444;0.00;0.00
pgxl;60;1440225504;0.00;0.00
pgxl;60;1440225564;0.00;0.00
pgxl;60;1440225624;0.00;0.00
pgxl;60;1440225684;0.00;0.00
pgxl;60;1440225744;0.00;0.00
pgxl;60;1440225804;0.00;0.00
pgxl;60;1440225864;0.00;0.00
pgxl;60;1440225924;0.00;0.00
pgxl;60;1440225984;0.00;0.00
pgxl;60;1440226044;0.00;0.00
pgxl;60;1440226104;0.00;0.00
pgxl;60;1440226164;0.00;0.00
pgxl;60;1440226224;0.00;0.00
pgxl;60;1440226284;0.00;0.00
pgxl;60;1440226344;0.00;0.00
pgxl;60;1440226404;0.00;0.00
pgxl;60;1440226464;0.00;0.00
pgxl;60;1440226524;0.00;0.00
pgxl;60;1440226584;0.00;0.00
pgxl;60;1440226644;0.00;0.00
