Linux 3.10.0-229.el7.x86_64 (pgxl) 	08/22/2015 	_x86_64_	(4 CPU)

02:14:24 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:15:24 AM     all     49.60      0.00     17.31      0.02      0.01     33.06
02:16:24 AM     all     79.00      0.00     21.00      0.00      0.00      0.00
02:17:24 AM     all     76.93      0.00     23.07      0.00      0.00      0.00
02:18:24 AM     all     77.16      0.00     22.84      0.00      0.00      0.00
02:19:24 AM     all     76.84      0.00     23.16      0.00      0.00      0.00
02:20:24 AM     all     78.72      0.00     21.28      0.00      0.00      0.00
02:21:24 AM     all     79.55      0.00     20.45      0.00      0.00      0.00
02:22:24 AM     all     81.74      0.00     18.26      0.00      0.00      0.00
02:23:24 AM     all     78.43      0.00     21.57      0.00      0.00      0.00
02:24:24 AM     all     77.60      0.00     22.40      0.00      0.00      0.00
02:25:24 AM     all     77.04      0.00     22.96      0.00      0.00      0.00
02:26:24 AM     all     79.45      0.00     20.55      0.00      0.00      0.00
02:27:24 AM     all     77.96      0.00     22.04      0.00      0.00      0.00
02:28:24 AM     all     81.19      0.00     18.81      0.00      0.00      0.00
02:29:24 AM     all     75.53      0.00     13.77     10.48      0.02      0.20
02:30:24 AM     all     87.15      0.00     12.79      0.06      0.00      0.00
02:31:24 AM     all     80.03      0.00      8.25     11.35      0.03      0.35
02:32:24 AM     all     67.08      0.00      4.88     27.04      0.07      0.93
02:33:24 AM     all     66.83      0.00      4.66     27.56      0.08      0.87
02:34:24 AM     all     73.25      0.00      5.25     20.72      0.05      0.73
02:35:24 AM     all     67.21      0.00      4.82     27.12      0.08      0.76
02:36:24 AM     all     66.99      0.00      4.89     27.13      0.08      0.92
02:37:24 AM     all     67.79      0.00      4.97     26.34      0.07      0.84
02:38:24 AM     all     67.45      0.00      4.88     26.55      0.07      1.05
02:39:24 AM     all     67.10      0.00      4.80     27.02      0.08      1.00
02:40:24 AM     all     67.38      0.00      4.81     26.81      0.07      0.92
02:41:24 AM     all     73.08      0.00      5.26     20.90      0.06      0.70
02:42:24 AM     all     67.21      0.00      4.65     27.00      0.07      1.06
02:43:24 AM     all     67.57      0.00      4.66     26.93      0.06      0.78
02:44:24 AM     all     67.05      0.00      4.70     27.27      0.07      0.91
02:45:24 AM     all     54.44      0.00      3.83     13.86      0.27     27.60
02:46:24 AM     all      0.04      0.00      0.10      0.01      0.00     99.85
02:47:24 AM     all      0.04      0.00      0.10      0.00      0.00     99.85
02:48:24 AM     all      0.04      0.00      0.09      0.01      0.00     99.86
02:49:24 AM     all      0.04      0.00      0.09      0.00      0.00     99.87
02:50:24 AM     all      0.05      0.00      0.09      0.00      0.00     99.86
02:51:24 AM     all      0.04      0.00      0.08      0.00      0.00     99.87
02:52:24 AM     all      0.04      0.00      0.10      0.01      0.00     99.85
02:53:24 AM     all      0.04      0.00      0.09      0.00      0.00     99.87
02:54:24 AM     all      0.03      0.00      0.09      0.00      0.00     99.87
02:55:24 AM     all      0.04      0.00      0.10      0.00      0.00     99.86
02:56:24 AM     all      0.04      0.00      0.08      0.00      0.00     99.88
02:57:24 AM     all      0.04      0.00      0.09      0.00      0.00     99.87
