# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl2;60;1440226796;510.03;26883.88;8147.05;0.08;4789.87;0.00;0.00;0.00;0.00
pgxl2;60;1440226856;37490.67;5214.07;28699.65;0.08;13385.42;11168.98;0.00;11159.08;99.91
pgxl2;60;1440226916;13739.87;2949.83;19892.68;0.50;22557.82;9810.42;34.13;9844.55;100.00
pgxl2;60;1440226976;159.48;2309.68;2305.93;0.00;3480.98;0.00;0.00;0.00;0.00
pgxl2;60;1440227036;4.33;3.53;2202.88;0.03;3714.27;0.00;0.00;0.00;0.00
pgxl2;60;1440227096;2.87;4.37;2090.53;0.00;3741.05;0.00;0.00;0.00;0.00
pgxl2;60;1440227156;4.00;232.97;2130.43;0.00;3690.08;0.00;0.00;0.00;0.00
pgxl2;60;1440227216;0.27;161.60;2123.02;0.00;3721.82;0.00;0.00;0.00;0.00
pgxl2;60;1440227276;1.33;67.33;2104.12;0.00;3750.63;0.00;0.00;0.00;0.00
pgxl2;60;1440227336;19.80;1.83;2151.38;0.00;4148.62;284.37;0.00;284.37;100.00
pgxl2;60;1440227396;21.40;1.90;2397.75;0.00;4895.20;531.25;0.00;531.23;100.00
pgxl2;60;1440227456;9789.93;2.17;2323.42;0.05;7089.83;2906.45;0.00;2906.45;100.00
pgxl2;60;1440227516;15459.40;2.40;2192.07;0.00;8296.67;4314.53;0.00;4314.53;100.00
pgxl2;60;1440227576;9943.73;3.88;2422.42;0.00;6821.12;2894.23;0.00;2894.22;100.00
pgxl2;60;1440227636;16316.93;3.95;2846.83;0.00;6674.83;5598.75;0.00;5598.75;100.00
pgxl2;60;1440227696;32576.53;125.63;5312.22;0.00;8811.87;8281.42;51.20;8332.52;100.00
pgxl2;60;1440227756;788.13;4156.55;11105.13;0.00;5744.13;3264.93;119.47;3384.40;100.00
pgxl2;60;1440227816;19434.87;4.05;12246.42;0.00;17003.57;0.00;0.00;0.00;0.00
pgxl2;60;1440227876;19261.40;1.87;16446.48;0.00;12866.25;1283.77;0.00;1283.77;100.00
pgxl2;60;1440227936;13221.92;53.22;15403.17;2.90;15568.88;3349.67;0.00;3349.67;100.00
pgxl2;60;1440227996;15462.07;48.20;14780.92;0.00;15870.35;3915.53;0.00;3915.53;100.00
pgxl2;60;1440228056;7431.27;4.67;16708.57;0.05;9629.55;2298.88;34.13;2333.02;100.00
pgxl2;60;1440228116;27171.73;4.62;27504.30;0.03;42702.65;9776.08;51.20;9827.28;100.00
pgxl2;60;1440228176;23024.68;10197.53;4586.13;0.00;13327.57;12446.58;187.73;12634.32;100.00
pgxl2;60;1440228236;124.87;12650.68;700.03;0.00;3115.90;2834.02;0.00;2834.02;100.00
pgxl2;60;1440228296;42373.00;13580.45;3062.87;0.00;27261.50;13051.93;68.27;13116.70;99.97
pgxl2;60;1440228356;18075.67;6598.05;10020.90;0.02;20458.05;2507.57;68.27;2575.70;99.99
pgxl2;60;1440228416;41554.47;6.62;21524.13;0.00;5897.25;1784.30;0.00;1784.30;100.00
pgxl2;60;1440228476;33761.73;22653.58;358.27;1.28;13231.80;12890.10;0.00;12890.10;100.00
pgxl2;60;1440228536;36637.47;11002.70;481.88;0.02;12019.53;11726.45;0.00;11726.32;100.00
pgxl2;60;1440228596;6708.00;1705.35;220.98;0.00;9156.43;0.00;0.00;0.00;0.00
pgxl2;60;1440228656;24.47;291.15;1287.43;0.37;783.47;0.00;0.00;0.00;0.00
pgxl2;60;1440228716;1.27;3879.73;12695.78;0.02;6725.43;0.00;0.00;0.00;0.00
pgxl2;60;1440228776;2300.87;5585.63;945.12;0.00;5408.93;0.00;0.00;0.00;0.00
pgxl2;60;1440228836;312.60;4692.15;11118.42;0.05;2777.93;0.00;0.00;0.00;0.00
pgxl2;60;1440228896;34076.53;5.47;2118.25;0.10;2783.55;0.00;0.00;0.00;0.00
pgxl2;60;1440228956;266.93;6971.10;204.43;0.00;2912.52;2306.80;17.07;2323.87;100.00
pgxl2;60;1440229016;6531.60;971.20;50716.52;0.05;7423.02;2193.80;0.00;2193.72;100.00
pgxl2;60;1440229076;0.13;2.83;21059.65;0.00;1631.97;0.00;0.00;0.00;0.00
pgxl2;60;1440229136;5138.47;3.52;233.30;0.00;6134.07;6035.73;0.00;6034.93;99.99
pgxl2;60;1440229196;18139.80;36321.22;728.65;0.00;14119.75;6834.45;43.58;4102.00;59.64
pgxl2;60;1440229256;15300.87;6.47;3321.22;1.27;2716.52;0.00;0.00;0.00;0.00
pgxl2;60;1440229316;11649.33;3.35;208.95;0.00;5248.92;1915.53;0.00;1915.53;100.00
