Linux 3.10.0-229.el7.x86_64 (pgxl6) 	08/22/2015 	_x86_64_	(4 CPU)

02:58:56 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:59:56 AM     all      1.12      0.00      1.03     10.33      0.05     87.47
03:00:56 AM     all      4.13      0.00      3.90     13.38      0.31     78.27
03:01:56 AM     all     25.46      0.00      2.85      9.67      0.16     61.85
03:02:56 AM     all     12.26      0.00      0.66      2.30      0.06     84.72
03:03:56 AM     all     11.63      0.00      0.55      0.00      0.05     87.77
03:04:56 AM     all     11.85      0.00      0.58      0.00      0.05     87.51
03:05:56 AM     all     11.41      0.00      0.59      0.01      0.05     87.93
03:06:56 AM     all     11.53      0.00      0.58      0.01      0.04     87.84
03:07:56 AM     all     11.66      0.00      0.60      0.02      0.05     87.67
03:08:56 AM     all     11.96      0.00      0.63      0.02      0.05     87.35
03:09:56 AM     all     14.13      0.00      0.71      0.03      0.05     85.08
03:10:56 AM     all     14.30      0.00      0.77      1.10      0.06     83.77
03:11:56 AM     all     14.40      0.00      0.87      3.02      0.06     81.65
03:12:56 AM     all     13.55      0.00      0.88      2.79      0.06     82.72
03:13:56 AM     all      3.44      0.00      0.37     18.48      0.08     77.63
03:14:56 AM     all      1.37      0.00      0.37     23.41      0.12     74.74
03:15:56 AM     all     26.80      0.00      1.36      4.73      0.09     67.02
03:16:56 AM     all     61.17      0.00      4.86      2.95      0.09     30.93
03:17:56 AM     all     69.85      0.00      6.31      3.90      0.16     19.80
03:18:56 AM     all     68.29      0.00      6.36      2.65      0.16     22.55
03:19:56 AM     all     65.40      0.00      6.15      4.18      0.18     24.07
03:20:56 AM     all     12.21      0.00      3.51     12.57      0.13     71.59
03:21:56 AM     all     32.64      0.00      9.85      8.19      0.18     49.14
03:22:56 AM     all     14.67      0.00      1.49      9.41      0.02     74.41
03:23:56 AM     all     23.62      0.00      0.76      1.69      0.01     73.92
03:24:56 AM     all      9.18      0.00      2.28     13.80      0.03     74.71
03:25:56 AM     all     11.39      0.00      2.44     10.38      0.12     75.68
03:26:56 AM     all      6.18      0.00      2.85     22.51      0.38     68.09
03:27:56 AM     all      3.27      0.00      1.53     19.23      0.10     75.87
03:28:56 AM     all      5.35      0.00      2.12     16.54      0.08     75.91
03:29:56 AM     all     10.11      0.00      2.51      7.08      0.03     80.26
03:30:56 AM     all     11.50      0.00     10.98      0.03      1.59     75.91
03:31:56 AM     all     14.78      0.00      2.24      0.13      0.14     82.71
03:32:56 AM     all     21.70      0.00      2.28      2.00      0.11     73.92
03:33:56 AM     all     12.29      0.00      1.51      1.59      0.09     84.52
03:34:56 AM     all      4.08      0.00      0.89     14.25      0.06     80.72
03:35:56 AM     all      7.69      0.00      1.53      0.05      0.00     90.73
03:36:56 AM     all      8.40      0.00      3.30      2.51      0.04     85.75
03:37:56 AM     all     18.41      0.00      1.82      0.00      0.01     79.76
03:38:56 AM     all     22.68      0.00      1.63      0.65      0.01     75.03
03:39:56 AM     all      4.88      0.00      2.42     11.51      0.03     81.16
03:40:56 AM     all      9.63      0.00      1.75     14.79      0.20     73.64
03:41:56 AM     all     15.96      0.00      4.29      0.70      0.00     79.04
