ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
946684800,2377,10,pgxc,10.93.131.148,47238,2015-08-22 03:42:45.966035-04,,2015-08-22 03:42:45.967304-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-08-22 03:42:45.991313-04
946684800,2402,10,psql,10.93.131.148,47268,2015-08-22 03:42:47.226374-04,,2015-08-22 03:42:47.236316-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 03:42:47.236318-04
946684800,2377,10,pgxc,10.93.131.148,47238,2015-08-22 03:42:45.966035-04,2015-08-22 03:42:54.766765-04,2015-08-22 03:42:54.770741-04,f,Remote Subplan,active,2015-08-22 03:42:54.824884-04
946684800,2434,10,pgxc,10.93.131.148,47407,2015-08-22 03:42:54.814578-04,2015-08-22 03:42:54.979342-04,2015-08-22 03:42:54.980886-04,f,Remote Subplan,active,2015-08-22 03:42:55.051924-04
946684800,2435,10,pgxc,10.93.131.148,47434,2015-08-22 03:42:55.210119-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:42:55.26142-04,f,Remote Subplan,active,2015-08-22 03:42:55.337076-04
946684800,2436,10,pgxc,10.92.9.245,47384,2015-08-22 03:42:55.288686-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:45.847774-04,f,Remote Subplan,active,2015-08-22 03:43:46.021227-04
946684800,2437,10,pgxc,10.87.3.232,54702,2015-08-22 03:42:55.294302-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:37.3953-04,f,Remote Subplan,active,2015-08-22 03:43:37.572768-04
946684800,2438,10,pgxc,10.223.4.4,48951,2015-08-22 03:42:55.294457-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:44.863923-04,f,Remote Subplan,active,2015-08-22 03:43:45.040413-04
946684800,2439,10,pgxc,10.87.8.227,36869,2015-08-22 03:42:55.300175-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:31.637203-04,f,Remote Subplan,active,2015-08-22 03:43:31.812188-04
946684800,2440,10,pgxc,10.93.131.148,47442,2015-08-22 03:42:55.301854-04,2015-08-22 03:42:54.838978-04,2015-08-22 03:42:54.841667-04,f,Remote Subplan,active,2015-08-22 03:42:55.331588-04
