Linux 3.10.0-229.el7.x86_64 (pgxl7) 	08/22/2015 	_x86_64_	(4 CPU)

02:14:24 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:15:24 AM     all      7.72      0.00      2.56      0.96      0.08     88.69
02:16:24 AM     all      9.38      0.00      1.40      2.24      0.11     86.87
02:17:24 AM     all      9.75      0.00      1.42      2.93      0.10     85.81
02:18:24 AM     all      7.81      0.00      1.43      3.49      0.10     87.17
02:19:24 AM     all     11.53      0.00      1.41      4.90      0.08     82.08
02:20:24 AM     all     21.65      0.00      1.72      5.96      0.08     70.58
02:21:24 AM     all     44.08      0.00      2.63      5.35      0.06     47.88
02:22:24 AM     all     36.49      0.00      2.07      9.25      0.07     52.12
02:23:24 AM     all     33.81      0.00      1.80      6.29      0.09     58.01
02:24:24 AM     all      5.28      0.00      1.44      3.79      0.10     89.38
02:25:24 AM     all      5.61      0.00      1.52      4.00      0.11     88.76
02:26:24 AM     all      5.84      0.00      1.46      5.69      0.12     86.89
02:27:24 AM     all     14.41      0.00      2.38      6.76      0.11     76.34
02:28:24 AM     all     25.06      0.00      1.40      2.39      0.09     71.05
02:29:24 AM     all     43.77      0.00      3.10      8.42      0.11     44.59
02:30:24 AM     all     45.51      0.00      2.97     23.42      0.09     28.01
02:31:24 AM     all     61.11      0.00      4.45      9.91      0.06     24.47
02:32:24 AM     all     72.82      0.00      3.73      4.01      0.05     19.39
02:33:24 AM     all     69.78      0.00      1.37      1.10      0.06     27.70
02:34:24 AM     all     37.28      0.00      1.15      1.86      0.10     59.61
02:35:24 AM     all     14.46      0.00      0.91      1.41      0.14     83.08
02:36:24 AM     all      5.38      0.00      0.80      2.22      0.13     91.47
02:37:24 AM     all      5.41      0.00      0.81      2.13      0.13     91.52
02:38:24 AM     all      5.38      0.00      0.81      2.04      0.14     91.64
02:39:24 AM     all      5.37      0.00      0.92      2.05      0.14     91.52
02:40:24 AM     all      5.60      0.00      0.92      1.92      0.14     91.43
02:41:24 AM     all      6.24      0.00      0.93      1.77      0.17     90.90
02:42:24 AM     all      5.80      0.00      0.81      1.32      0.14     91.92
02:43:24 AM     all      5.63      0.00      0.88      1.85      0.15     91.48
02:44:24 AM     all      5.59      0.00      0.84      1.34      0.15     92.08
02:45:24 AM     all      5.90      0.00      1.38      2.63      0.15     89.94
02:46:24 AM     all      4.08      0.00      1.74     44.32      0.06     49.81
02:47:24 AM     all     16.50      0.00      2.38     39.47      0.05     41.61
02:48:24 AM     all     47.46      0.00      7.75     11.55      0.03     33.21
02:49:24 AM     all     72.82      0.00     10.83      5.84      0.00     10.50
02:50:24 AM     all     94.83      0.00      2.31      1.14      0.00      1.71
02:51:24 AM     all     91.24      0.00      4.18      4.49      0.01      0.08
02:52:24 AM     all     55.03      0.00      1.91     19.10      0.03     23.93
02:53:24 AM     all      0.70      0.00      0.17     23.54      0.03     75.55
02:54:24 AM     all      0.11      0.00      0.14     23.54      0.03     76.18
02:55:24 AM     all      0.56      0.00      1.04     22.38      0.05     75.97
02:56:24 AM     all     23.49      0.00      1.38      0.28      0.00     74.85
02:57:24 AM     all      6.81      0.00      0.07      0.01      0.00     93.10
