Linux 3.10.0-229.el7.x86_64 (pgxl5) 	08/22/2015 	_x86_64_	(4 CPU)

03:42:46 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:43:46 AM     all     33.62      0.00     11.63     28.18      0.14     26.44
03:44:46 AM     all     14.38      0.00      5.46     50.45      0.27     29.43
03:45:46 AM     all     41.88      0.00     13.00     21.57      0.29     23.27
03:46:46 AM     all     19.23      0.11      6.99     24.95      0.20     48.52
03:47:46 AM     all     25.29      0.00      6.17     31.88      0.03     36.64
03:48:46 AM     all      9.45      0.00      1.69      6.21      0.01     82.64
03:49:46 AM     all      1.97      0.00      1.22      6.83      0.01     89.98
03:50:46 AM     all      3.86      0.00      0.40      1.77      0.00     93.97
03:51:46 AM     all      7.41      0.00      2.97      2.97      0.04     86.61
03:52:46 AM     all      3.95      0.00      3.27     31.81      0.18     60.79
03:53:46 AM     all      7.51      0.00      3.13     21.43      0.06     67.88
03:54:46 AM     all      8.02      0.00      2.27     58.61      0.17     30.92
03:55:46 AM     all      5.02      0.00      2.21     41.52      0.14     51.11
03:56:46 AM     all      7.44      0.00      3.11     20.11      0.16     69.17
03:57:46 AM     all     44.89      0.00      6.02     14.14      0.28     34.66
03:58:46 AM     all     69.82      0.00     12.42      4.98      0.41     12.38
03:59:46 AM     all     66.72      0.00      8.18      3.73      0.11     21.28
04:00:46 AM     all     19.36      0.00      3.60     40.04      0.08     36.93
04:01:46 AM     all     36.00      0.00      5.68     17.99      0.23     40.11
04:02:46 AM     all     52.79      0.00     11.03     12.69      0.24     23.25
04:03:46 AM     all     22.62      0.00      3.84     35.39      0.23     37.92
04:04:46 AM     all     21.92      0.00      4.76     28.01      0.22     45.08
04:05:46 AM     all     12.18      0.00      0.80      0.01      0.03     86.98
04:06:46 AM     all      9.41      0.00      0.74      0.00      0.03     89.82
04:07:46 AM     all     18.54      0.00      2.34     13.08      0.08     65.95
04:08:46 AM     all     35.87      0.00      2.33     19.98      0.11     41.71
04:09:46 AM     all     37.41      0.00      3.22     35.41      0.18     23.79
04:10:46 AM     all     52.86      0.00      7.57     31.72      0.31      7.54
04:11:46 AM     all     44.37      0.00      5.69     35.24      0.13     14.56
04:12:46 AM     all     19.81      0.00      3.19     29.40      0.29     47.31
04:13:46 AM     all      2.91      0.00      1.00     40.27      0.34     55.48
04:14:46 AM     all      2.80      0.00      0.83     39.48      0.34     56.56
04:15:46 AM     all     27.86      0.00      4.01     31.57      0.22     36.34
04:16:46 AM     all     19.16      0.00      3.80     27.17      0.07     49.79
04:17:46 AM     all     14.89      0.00      4.43      9.57      0.03     71.09
04:18:46 AM     all      0.01      0.00      0.46      0.00      0.00     99.52
04:19:46 AM     all     12.12      0.00      2.43     18.79      0.13     66.52
04:20:46 AM     all     31.36      0.00      5.78     12.43      0.34     50.08
04:21:46 AM     all     27.87      0.00      4.52      7.61      0.26     59.73
04:22:46 AM     all     35.12      0.00      6.12      6.78      0.23     51.74
04:23:46 AM     all     49.69      0.00      6.12      9.61      0.19     34.39
04:24:46 AM     all     41.95      0.00      4.33      3.79      0.19     49.74
04:25:46 AM     all     56.62      0.00      6.05     19.23      0.19     17.92
04:26:46 AM     all     59.96      0.00      8.01     17.39      0.23     14.41
04:27:46 AM     all     48.39      0.00      6.14      4.58      0.15     40.75
04:28:46 AM     all     38.36      0.00      3.56     22.63      0.20     35.24
04:29:46 AM     all     59.55      0.00      7.23     14.56      0.28     18.38
04:30:46 AM     all     57.16      0.00      7.16     13.23      0.19     22.27
04:31:46 AM     all     74.54      0.00     12.94      4.29      0.16      8.07
04:32:46 AM     all     78.25      0.00     14.42      1.83      0.42      5.09
04:33:46 AM     all     38.04      0.00      5.25     22.82      0.29     33.60
04:34:46 AM     all     49.45      0.00      4.43     19.55      0.15     26.42
04:35:46 AM     all     30.04      0.00      2.91     26.37      0.19     40.49
04:36:46 AM     all     18.86      0.00      2.59     32.80      0.33     45.42
04:37:46 AM     all     32.53      0.00      3.63     30.62      0.28     32.94
04:38:46 AM     all     19.09      0.00      3.34     31.52      0.13     45.93
04:39:46 AM     all      1.99      0.00      1.76     32.97      0.23     63.05
04:40:46 AM     all      2.49      0.00      1.68     21.91      0.21     73.71
04:41:46 AM     all      5.26      0.00      1.20     12.67      0.08     80.79
04:42:46 AM     all     12.26      0.00      2.61      2.44      0.04     82.64
04:43:46 AM     all     11.81      0.00      3.12     25.02      0.15     59.89
04:44:46 AM     all     50.03      0.00      5.35     21.09      0.15     23.38
04:45:46 AM     all     12.92      0.00      4.47     53.50      0.13     28.99
04:46:46 AM     all      5.01      0.00      1.58     67.74      0.20     25.47
04:47:46 AM     all      8.90      0.00      2.11     70.40      0.20     18.40
04:48:46 AM     all     11.59      0.00      2.13     54.74      0.18     31.36
04:49:46 AM     all     20.86      0.00      2.87     47.16      0.14     28.98
04:50:46 AM     all     16.38      0.00      3.65     43.48      0.15     36.34
04:51:46 AM     all     36.33      0.00      7.39     25.10      0.19     30.99
04:52:46 AM     all     62.13      0.00      7.04     12.60      0.13     18.11
04:53:46 AM     all     69.20      0.00      5.37      7.24      0.10     18.09
04:54:46 AM     all     83.57      0.00      6.11      1.65      0.04      8.62
04:55:46 AM     all     27.43      0.00      4.90     38.18      0.12     29.37
04:56:46 AM     all     15.69      0.00      4.38     60.98      0.16     18.79
04:57:46 AM     all     21.12      0.00      4.48     41.46      0.33     32.62
04:58:46 AM     all     20.03      0.00      4.02     29.94      0.29     45.72
04:59:46 AM     all     32.63      0.00      4.21      9.02      0.30     53.84
05:00:46 AM     all     47.28      0.00      4.62     17.66      0.20     30.24
05:01:46 AM     all     67.57      0.00      7.13      6.49      0.14     18.67
05:02:46 AM     all     44.36      0.00      5.99     33.38      0.14     16.13
05:03:46 AM     all     25.94      0.00      5.84     46.30      0.29     21.63
05:04:46 AM     all     38.09      0.00      7.76     25.43      0.28     28.43
05:05:46 AM     all     45.87      0.00      8.85     18.48      0.29     26.52
05:06:46 AM     all     59.54      0.00     10.23     13.08      0.17     16.98
05:07:46 AM     all     34.19      0.00      8.29     34.25      0.20     23.08
05:08:46 AM     all     42.45      0.00      8.46     31.50      0.32     17.27
05:09:46 AM     all     36.98      0.00      4.85     12.16      0.20     45.82
05:10:46 AM     all     16.06      0.00      2.09     27.58      0.24     54.03
05:11:46 AM     all     32.58      0.00     10.22     16.60      0.73     39.86
05:12:46 AM     all     51.09      0.00      5.74     11.67      0.15     31.35
05:13:46 AM     all     56.68      0.00      5.76     14.22      0.13     23.22
05:14:46 AM     all     32.83      0.00      4.88     22.16      0.10     40.03
05:15:46 AM     all     34.00      0.00      7.08     21.78      0.10     37.04
05:16:46 AM     all     24.89      0.00      6.09     33.77      0.29     34.96
05:17:46 AM     all     32.08      0.00      6.30      7.83      0.08     53.71
05:18:46 AM     all     18.91      0.00      2.04      0.15      0.04     78.85
05:19:46 AM     all     24.24      0.00      2.19      2.42      0.06     71.09
05:20:46 AM     all     78.38      0.00      4.77      7.16      0.09      9.60
05:21:46 AM     all     68.84      0.00      5.23     13.33      0.16     12.44
05:22:46 AM     all     73.88      0.00      6.75      9.99      0.13      9.24
05:23:46 AM     all     73.97      0.00      6.62      9.78      0.13      9.51
05:24:46 AM     all     70.29      0.00      7.11     11.59      0.15     10.86
05:25:46 AM     all     12.75      0.00      2.77     16.15      0.09     68.25
05:26:46 AM     all     13.73      0.00      1.85     12.66      0.06     71.70
05:27:46 AM     all     24.56      0.00      1.31      0.00      0.00     74.12
05:28:46 AM     all     11.75      0.00      3.66      6.99      0.03     77.57
05:29:46 AM     all      0.01      0.00      0.67      0.01      0.00     99.30
05:30:46 AM     all      0.07      0.00      3.32      0.08      0.00     96.53
