# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
pgxl3;60;1440224124;xvda;113.88;299.60;26677.37;236.88;2.86;25.11;0.45;5.13
pgxl3;60;1440224124;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224184;xvda;224.77;0.80;55377.57;246.38;8.83;39.29;0.43;9.73
pgxl3;60;1440224184;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224244;xvda;256.01;0.53;62255.46;243.18;14.49;55.45;0.49;12.59
pgxl3;60;1440224244;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224304;xvda;249.18;0.27;59331.80;238.11;19.37;78.92;0.61;15.13
pgxl3;60;1440224304;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224364;xvda;291.25;5.87;67994.55;233.48;19.28;66.19;0.54;15.65
pgxl3;60;1440224364;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224424;xvda;403.28;0.27;93360.07;231.50;35.78;88.73;0.62;24.97
pgxl3;60;1440224424;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224484;xvda;442.02;0.27;101704.97;230.09;23.93;54.15;0.52;22.84
pgxl3;60;1440224484;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224544;xvda;356.10;11.60;84532.77;237.42;13.69;38.45;0.42;15.10
pgxl3;60;1440224544;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224604;xvda;407.67;0.00;96230.63;236.05;36.37;89.23;0.65;26.57
pgxl3;60;1440224604;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224664;xvda;364.83;0.00;82381.03;225.80;28.75;78.62;0.61;22.24
pgxl3;60;1440224664;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224724;xvda;390.33;0.00;84861.93;217.41;13.84;35.63;0.37;14.40
pgxl3;60;1440224724;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224784;xvda;444.13;53.60;101048.60;227.64;30.61;68.77;0.60;26.47
pgxl3;60;1440224784;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224844;xvda;314.92;30.93;76952.18;244.46;13.06;41.70;0.40;12.52
pgxl3;60;1440224844;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224904;xvda;284.33;0.00;70023.83;246.27;18.22;64.10;0.52;14.70
pgxl3;60;1440224904;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440224964;xvda;476.55;7.20;115457.87;242.29;85.09;161.39;0.98;46.61
pgxl3;60;1440224964;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225024;xvda;709.12;2.00;169431.02;238.94;224.26;326.81;1.35;95.95
pgxl3;60;1440225024;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225084;xvda;463.62;6.93;111385.45;240.27;82.04;178.18;0.94;43.36
pgxl3;60;1440225084;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225144;xvda;325.65;0.00;74659.05;229.26;31.01;95.61;0.76;24.89
pgxl3;60;1440225144;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225204;xvda;140.28;0.00;34064.42;242.83;4.66;33.22;0.43;6.10
pgxl3;60;1440225204;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225264;xvda;170.65;0.00;42428.93;248.63;9.82;57.53;0.56;9.51
pgxl3;60;1440225264;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225324;xvda;172.25;0.00;42025.97;243.98;6.64;38.57;0.44;7.59
pgxl3;60;1440225324;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225384;xvda;164.25;0.00;40388.78;245.90;8.85;53.87;0.54;8.79
pgxl3;60;1440225384;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225444;xvda;159.07;0.00;39723.93;249.73;8.11;50.99;0.52;8.23
pgxl3;60;1440225444;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225504;xvda;162.88;0.00;40478.08;248.51;8.65;53.08;0.54;8.75
pgxl3;60;1440225504;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225564;xvda;162.47;0.00;40327.95;248.22;8.49;52.26;0.53;8.60
pgxl3;60;1440225564;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225624;xvda;171.73;0.00;41937.85;244.20;8.67;50.48;0.51;8.77
pgxl3;60;1440225624;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225684;xvda;171.18;0.00;42575.23;248.71;9.85;57.53;0.56;9.52
pgxl3;60;1440225684;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl3;60;1440225744;xvda;150.72;0.00;37596.25;249.45;6.89;44.10;0.49;7.42
