ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1440224084.85242,0,0,0,0,0,0,0,0,0,0
1440224084.85242,0,0,0,0,0,0,0,0,0,0
1440224084.85242,0,586,0,308,18104,155670,5438,0,0,0
1440224084.85242,52,4465,3,3651,665259,974700,385684,868593756,134,2253515
1440224145.05124,0,0,0,0,0,0,0,0,0,0
1440224145.05124,0,0,0,0,0,0,0,0,0,0
1440224145.05124,0,588,0,313,18174,156672,5449,0,0,0
1440224145.05124,50,4480,3,3687,668748,979246,387691,871468756,134,2253515
1440224205.14447,0,0,0,0,0,0,0,0,0,0
1440224205.14447,0,0,0,0,0,0,0,0,0,0
1440224205.14447,0,590,0,313,18249,157674,5460,0,0,0
1440224205.14447,49,4496,3,3687,671359,983229,388944,871593756,134,2253515
1440224265.34586,0,0,0,0,0,0,0,0,0,0
1440224265.34586,0,0,0,0,0,0,0,0,0,0
1440224265.34586,0,592,0,313,18324,158676,5471,0,0,0
1440224265.34586,49,4518,3,4075,676589,988413,390376,874218756,134,2253515
1440224325.52165,0,0,0,0,0,0,0,0,0,0
1440224325.52165,0,0,0,0,0,0,0,0,0,0
1440224325.52165,0,594,0,313,18399,159678,5482,0,0,0
1440224325.52165,47,4543,3,4075,679532,993936,391810,876718761,134,2253515
1440224385.60838,0,0,0,0,0,0,0,0,0,0
1440224385.60838,0,0,0,0,0,0,0,0,0,0
1440224385.60838,0,596,0,313,18474,160680,5493,0,0,0
1440224385.60838,40,4595,3,4264,691556,1005996,396943,881969558,245,2253699
1440224445.72048,0,0,0,0,0,0,0,0,0,0
1440224445.72048,0,0,0,0,0,0,0,0,0,0
1440224445.72048,0,598,0,313,18549,161682,5504,0,0,0
1440224445.72048,41,4631,3,4364,698028,1012498,399669,889469955,252,2254085
1440224505.83419,0,0,0,0,0,0,0,0,0,0
1440224505.83419,0,0,0,0,0,0,0,0,0,0
1440224505.83419,0,600,0,313,18624,162684,5515,0,0,0
1440224505.83419,39,4677,3,4364,703342,1019150,402177,889594979,253,2254085
1440224565.83097,0,0,0,0,0,0,0,0,0,0
1440224565.83097,0,0,0,0,0,0,0,0,0,0
1440224565.83097,0,602,0,313,18699,163686,5526,0,0,0
1440224565.83097,37,4694,3,4370,706321,1023121,403688,889594996,254,2254085
1440224625.89123,0,0,0,0,0,0,0,0,0,0
1440224625.89123,0,0,0,0,0,0,0,0,0,0
1440224625.89123,0,604,0,313,18774,164688,5537,0,0,0
1440224625.89123,31,4729,3,4660,719088,1034229,408489,909596157,286,2255237
1440224686.01502,0,0,0,0,0,0,0,0,0,0
1440224686.01502,0,0,0,0,0,0,0,0,0,0
1440224686.01502,0,606,0,313,18849,165690,5548,0,0,0
