# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
pgxl3;60;1440229426;217180;30770640;99.30;0;29073892;10576792;34.13;12796124;17339948;709244
pgxl3;60;1440229486;209320;30778500;99.32;0;28583352;10704336;34.54;11996720;17650832;7460
pgxl3;60;1440229546;209224;30778596;99.32;0;28114824;10622192;34.28;11091924;18006412;200160
pgxl3;60;1440229606;228300;30759520;99.26;0;27886528;10785776;34.81;15483996;13544628;102256
pgxl3;60;1440229666;224976;30762844;99.27;0;27808316;10917400;35.23;14973424;14107268;1160
pgxl3;60;1440229726;213452;30774368;99.31;0;27779684;10958196;35.36;15957948;13135264;372
pgxl3;60;1440229786;226992;30760828;99.27;0;27845872;10873604;35.09;13790740;15289768;212368
pgxl3;60;1440229846;214600;30773220;99.31;0;27665608;11054344;35.67;10901564;18158672;299888
pgxl3;60;1440229906;238020;30749800;99.23;0;27950196;10712920;34.57;11083120;17938596;179108
pgxl3;60;1440229966;216196;30771624;99.30;0;27808300;10846876;35.00;12172080;16828624;620436
pgxl3;60;1440230026;236760;30751060;99.24;0;27475372;11110140;35.85;10842332;18089420;26012
pgxl3;60;1440230086;213596;30774224;99.31;0;27410000;11209972;36.18;11786120;17181816;35836
pgxl3;60;1440230146;218936;30768884;99.29;0;27301528;11344380;36.61;11721104;17256076;44764
pgxl3;60;1440230206;1038896;29948924;96.65;0;27929660;10748948;34.69;13116024;16032224;167700
pgxl3;60;1440230266;225960;30761860;99.27;0;27740672;11769684;37.98;16481420;13478140;98092
pgxl3;60;1440230326;225992;30761828;99.27;0;26710460;12178348;39.30;14199640;15007112;238780
pgxl3;60;1440230386;232280;30755540;99.25;0;26277776;12404244;40.03;13972736;15025352;176520
pgxl3;60;1440230446;535828;30451992;98.27;0;25764844;12612880;40.70;14410608;14285140;140188
pgxl3;60;1440230506;227692;30760128;99.27;0;26201992;12350960;39.86;13934340;14972452;62892
pgxl3;60;1440230566;227028;30760792;99.27;0;25892328;12597652;40.65;12632912;16206648;35364
pgxl3;60;1440230626;1080512;29907308;96.51;0;24910240;12731784;41.09;12987620;15003604;596
pgxl3;60;1440230686;242568;30745252;99.22;0;25651280;12827628;41.40;14446340;14382100;9548
pgxl3;60;1440230746;225476;30762344;99.27;0;25563888;12924764;41.71;13029612;15807804;151264
pgxl3;60;1440230806;210132;30777688;99.32;0;25503516;12999076;41.95;12755192;16096380;932
pgxl3;60;1440230866;225772;30762048;99.27;0;26185144;12314520;39.74;15383980;13467080;59260
pgxl3;60;1440230926;218952;30768868;99.29;0;26381848;12128916;39.14;15111772;13756268;1072
pgxl3;60;1440230986;209268;30778552;99.32;0;26090832;12454932;40.19;13508700;15375424;4884
pgxl3;60;1440231046;213192;30774628;99.31;0;25884712;12632732;40.77;13893608;14981848;127228
pgxl3;60;1440231106;208044;30779776;99.33;0;26015996;12491764;40.31;13259008;15610288;704584
pgxl3;60;1440231166;693944;30293876;97.76;0;26120756;12122512;39.12;14622428;13999936;26660
pgxl3;60;1440231226;215456;30772364;99.30;0;27468080;11984476;38.67;16321988;13584664;29552
pgxl3;60;1440231286;224592;30763228;99.28;0;27439804;11984476;38.67;16463532;13416920;285016
pgxl3;60;1440231346;217692;30770128;99.30;0;27169716;12288388;39.66;15765948;14131296;400416
pgxl3;60;1440231406;236248;30751572;99.24;0;27413660;12018900;38.79;18389640;11486768;252948
pgxl3;60;1440231466;209948;30777872;99.32;0;27389816;12056312;38.91;18380872;11498544;307844
pgxl3;60;1440231526;2175396;28812424;92.98;0;25425492;12066540;38.94;18775164;9156032;22752
pgxl3;60;1440231586;2930720;28057100;90.54;0;25930596;10742504;34.67;19439980;7694096;16
pgxl3;60;1440231646;581752;30406068;98.12;0;27970504;10954316;35.35;20354060;9016564;39548
pgxl3;60;1440231706;223564;30764256;99.28;0;28320112;10938940;35.30;18418688;11254852;74984
pgxl3;60;1440231766;230520;30757300;99.26;0;28221280;11010672;35.53;18447428;11195668;404184
pgxl3;60;1440231826;224260;30763560;99.28;0;27990476;11239032;36.27;20623480;9016580;130204
pgxl3;60;1440231886;492616;30495204;98.41;0;27884332;11063076;35.70;19935244;9426544;3324
pgxl3;60;1440231946;215404;30772416;99.30;0;27814672;11406228;36.81;20350496;9284288;50824
pgxl3;60;1440232006;221816;30766004;99.28;0;27602252;11609940;37.47;19666052;9957840;56572
pgxl3;60;1440232066;209048;30778772;99.33;0;27463420;11756448;37.94;19215296;10413620;665356
pgxl3;60;1440232126;208992;30778828;99.33;0;27305648;11912660;38.44;18962140;10664236;7300
pgxl3;60;1440232186;208092;30779728;99.33;0;27113612;12104832;39.06;18529032;11097676;624
pgxl3;60;1440232246;210860;30776960;99.32;0;26433828;12455328;40.19;17854600;11360772;1824
pgxl3;60;1440232306;311824;30675996;98.99;0;25874672;12627068;40.75;17892484;10934756;12
pgxl3;60;1440232366;222508;30765312;99.28;0;25543604;13004792;41.97;18115784;10760012;708200
pgxl3;60;1440232426;221248;30766572;99.29;0;25422196;13143944;42.42;20704344;8181048;1412
pgxl3;60;1440232486;219856;30767964;99.29;0;24788960;13768768;44.43;20375944;8507472;53908
pgxl3;60;1440232546;1671028;29316792;94.61;0;24868216;12200384;39.37;18930988;8469388;992
pgxl3;60;1440232606;242100;30745720;99.22;0;26102236;12306340;39.71;19608048;9133108;4580
pgxl3;60;1440232666;208912;30778908;99.33;0;25575744;12846928;41.46;20464696;8290516;60232
pgxl3;60;1440232726;228716;30759104;99.26;0;26907140;11456064;36.97;19963204;8727532;313860
pgxl3;60;1440232786;221388;30766432;99.29;0;26890880;11480580;37.05;19140120;9553256;29688
pgxl3;60;1440232846;236744;30751076;99.24;0;26839896;11514436;37.16;19113592;9562824;13528
pgxl3;60;1440232906;338344;30649476;98.91;0;26977140;11288020;36.43;18935648;9657384;7500
pgxl3;60;1440232966;1252684;29735136;95.96;0;27408248;11049832;35.66;19488508;9351284;78784
pgxl3;60;1440233026;235836;30751984;99.24;0;28026768;11397552;36.78;21402344;8437216;21476
pgxl3;60;1440233086;212124;30775696;99.32;0;27422416;11961924;38.60;21195040;8610604;165092
pgxl3;60;1440233146;220068;30767752;99.29;0;26981388;12358980;39.88;20731072;9014664;188788
pgxl3;60;1440233206;219404;30768416;99.29;0;26879544;12479864;40.27;20528232;9216220;113244
pgxl3;60;1440233266;231880;30755940;99.25;0;26882652;12488060;40.30;20552140;9210260;129484
pgxl3;60;1440233326;346236;30641584;98.88;0;27117916;12212028;39.41;22102016;7643924;1444
pgxl3;60;1440233386;212136;30775684;99.32;0;27140296;12330124;39.79;22285952;7594388;302440
pgxl3;60;1440233446;221560;30766260;99.29;0;27028628;12400924;40.02;21225052;8625828;186356
pgxl3;60;1440233506;635136;30352684;97.95;0;26487444;12562696;40.54;21869224;7657040;360244
pgxl3;60;1440233566;1921920;29065900;93.80;0;25879084;11921992;38.47;20584208;7664172;229768
pgxl3;60;1440233626;221028;30766792;99.29;0;27276072;12188704;39.33;22486888;7453984;100668
pgxl3;60;1440233686;861608;30126212;97.22;0;26607788;12201732;39.38;22236948;7048480;65000
pgxl3;60;1440233746;221236;30766584;99.29;0;27618020;11790936;38.05;20436036;9452696;300244
pgxl3;60;1440233806;611436;30376384;98.03;0;27228932;11790792;38.05;20544300;8955480;231864
pgxl3;60;1440233866;236260;30751560;99.24;0;27616400;11794344;38.06;21190472;8697924;116320
pgxl3;60;1440233926;219688;30768132;99.29;0;27588388;11851440;38.25;20910096;9003032;45400
pgxl3;60;1440233986;2492956;28494864;91.96;0;26438372;10771820;34.76;19533040;8150640;105532
pgxl3;60;1440234046;877596;30110224;97.17;0;28170728;10660016;34.40;20865740;8416792;32
pgxl3;60;1440234106;209400;30778420;99.32;0;28128716;11251428;36.31;20852780;8978784;404
pgxl3;60;1440234166;235868;30751952;99.24;0;28476516;10850020;35.01;21258036;8517784;165464
pgxl3;60;1440234226;233844;30753976;99.25;0;28280008;11009288;35.53;21195988;8541664;367692
pgxl3;60;1440234286;235520;30752300;99.24;0;27874840;11391692;36.76;21361988;8344540;65732
pgxl3;60;1440234346;216736;30771084;99.30;0;27615616;11679472;37.69;21412292;8326756;95640
pgxl3;60;1440234406;591304;30396516;98.09;0;27920788;11013708;35.54;21116192;8261636;5336
pgxl3;60;1440234466;254124;30733696;99.18;0;28075120;11206824;36.17;22743540;6985032;7972
pgxl3;60;1440234526;223368;30764452;99.28;0;27917096;11398900;36.79;24108828;5651036;604
pgxl3;60;1440234586;208932;30778888;99.33;0;27821448;11508056;37.14;23648824;6126672;176
pgxl3;60;1440234646;226684;30761136;99.27;0;28065524;11193384;36.12;22381524;7320776;308
pgxl3;60;1440234706;230672;30757148;99.26;0;27823508;11428976;36.88;22029992;7665872;3404
