# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
pgxl3;60;1440229426;-40663.92;0.00;35269.90
pgxl3;60;1440229486;-32.74;0.00;-2043.58
pgxl3;60;1440229546;-0.40;0.00;-1952.20
pgxl3;60;1440229606;79.48;0.00;-951.23
pgxl3;60;1440229666;-13.85;0.00;-325.88
pgxl3;60;1440229726;-48.02;0.00;-119.30
pgxl3;60;1440229786;56.42;0.00;275.78
pgxl3;60;1440229846;-51.63;0.00;-751.10
pgxl3;60;1440229906;97.58;0.00;1185.78
pgxl3;60;1440229966;-90.93;0.00;-591.23
pgxl3;60;1440230026;85.68;0.00;-1387.20
pgxl3;60;1440230086;-96.52;0.00;-272.38
pgxl3;60;1440230146;22.25;0.00;-451.97
pgxl3;60;1440230206;3416.50;0.00;2617.22
pgxl3;60;1440230266;-3387.23;0.00;-787.45
pgxl3;60;1440230326;0.13;0.00;-4292.55
pgxl3;60;1440230386;26.20;0.00;-1802.85
pgxl3;60;1440230446;1264.78;0.00;-2137.22
pgxl3;60;1440230506;-1283.90;0.00;1821.45
pgxl3;60;1440230566;-2.77;0.00;-1290.27
pgxl3;60;1440230626;3556.18;0.00;-4092.03
pgxl3;60;1440230686;-3491.43;0.00;3087.67
pgxl3;60;1440230746;-71.22;0.00;-364.13
pgxl3;60;1440230806;-63.93;0.00;-251.55
pgxl3;60;1440230866;65.17;0.00;2840.12
pgxl3;60;1440230926;-28.42;0.00;819.60
pgxl3;60;1440230986;-40.35;0.00;-1212.57
pgxl3;60;1440231046;16.35;0.00;-858.83
pgxl3;60;1440231106;-21.45;0.00;547.02
pgxl3;60;1440231166;2024.58;0.00;436.50
pgxl3;60;1440231226;-1993.70;0.00;5613.85
pgxl3;60;1440231286;38.07;0.00;-117.82
pgxl3;60;1440231346;-28.75;0.00;-1125.37
pgxl3;60;1440231406;77.32;0.00;1016.43
pgxl3;60;1440231466;-109.58;0.00;-99.35
pgxl3;60;1440231526;8189.37;0.00;-8184.68
pgxl3;60;1440231586;3147.18;0.00;2104.60
pgxl3;60;1440231646;-9787.37;0.00;8499.62
pgxl3;60;1440231706;-1492.45;0.00;1456.70
pgxl3;60;1440231766;28.98;0.00;-411.80
pgxl3;60;1440231826;-26.08;0.00;-961.68
pgxl3;60;1440231886;1118.15;0.00;-442.27
pgxl3;60;1440231946;-1155.05;0.00;-290.25
pgxl3;60;1440232006;26.72;0.00;-885.08
pgxl3;60;1440232066;-53.20;0.00;-578.47
pgxl3;60;1440232126;-0.23;0.00;-657.38
pgxl3;60;1440232186;-3.75;0.00;-800.15
pgxl3;60;1440232246;11.53;0.00;-2832.43
pgxl3;60;1440232306;420.68;0.00;-2329.82
pgxl3;60;1440232366;-372.15;0.00;-1379.45
pgxl3;60;1440232426;-5.25;0.00;-505.87
pgxl3;60;1440232486;-5.80;0.00;-2638.48
pgxl3;60;1440232546;6046.55;0.00;330.23
pgxl3;60;1440232606;-5953.87;0.00;5141.75
pgxl3;60;1440232666;-138.28;0.00;-2193.72
pgxl3;60;1440232726;82.52;0.00;5547.48
pgxl3;60;1440232786;-30.53;0.00;-67.75
pgxl3;60;1440232846;63.98;0.00;-212.43
pgxl3;60;1440232906;423.33;0.00;571.85
pgxl3;60;1440232966;3809.75;0.00;1796.28
pgxl3;60;1440233026;-4236.87;0.00;2577.17
pgxl3;60;1440233086;-98.80;0.00;-2518.13
pgxl3;60;1440233146;33.10;0.00;-1837.62
pgxl3;60;1440233206;-2.77;0.00;-424.35
pgxl3;60;1440233266;51.98;0.00;12.95
pgxl3;60;1440233326;476.48;0.00;980.27
pgxl3;60;1440233386;-558.75;0.00;93.25
pgxl3;60;1440233446;39.27;0.00;-465.28
pgxl3;60;1440233506;1722.95;0.00;-2254.56
pgxl3;60;1440233566;5361.60;0.00;-2534.83
pgxl3;60;1440233626;-7087.05;0.00;5820.78
pgxl3;60;1440233686;2669.08;0.00;-2784.52
pgxl3;60;1440233746;-2668.22;0.00;4209.30
pgxl3;60;1440233806;1625.83;0.00;-1621.20
pgxl3;60;1440233866;-1563.23;0.00;1614.45
pgxl3;60;1440233926;-69.05;0.00;-116.72
pgxl3;60;1440233986;9471.95;0.00;-4791.73
pgxl3;60;1440234046;-6730.67;0.00;7218.15
pgxl3;60;1440234106;-2784.15;0.00;-175.05
pgxl3;60;1440234166;110.28;0.00;1449.17
pgxl3;60;1440234226;-8.43;0.00;-818.78
pgxl3;60;1440234286;6.98;0.00;-1688.20
pgxl3;60;1440234346;-78.27;0.00;-1080.10
pgxl3;60;1440234406;1560.70;0.00;1271.55
pgxl3;60;1440234466;-1404.92;0.00;643.05
pgxl3;60;1440234526;-128.15;0.00;-658.43
pgxl3;60;1440234586;-60.15;0.00;-398.53
pgxl3;60;1440234646;73.97;0.00;1016.98
pgxl3;60;1440234706;16.62;0.00;-1008.40
pgxl3;60;1440234766;-58.17;0.00;-2569.55
pgxl3;60;1440234826;1702.63;0.00;-417.38
pgxl3;60;1440234886;-1694.18;0.00;647.85
pgxl3;60;1440234946;57.03;0.00;-812.55
pgxl3;60;1440235006;1673.73;0.00;-1735.63
pgxl3;60;1440235066;-1743.58;0.00;1275.50
pgxl3;60;1440235126;7371.85;0.00;-7601.98
pgxl3;60;1440235186;-3044.70;0.00;3697.25
pgxl3;60;1440235246;-4353.25;0.00;4094.38
pgxl3;60;1440235306;19.58;0.00;8.97
pgxl3;60;1440235366;863.72;0.00;5524.85
pgxl3;60;1440235426;-812.68;0.00;686.08
pgxl3;60;1440235486;-75.87;0.00;-726.20
pgxl3;60;1440235546;19.88;0.00;-55.67
pgxl3;60;1440235606;2844.97;0.00;-1832.05
pgxl3;60;1440235666;-1.55;0.00;0.12
pgxl3;60;1440235726;-2856.65;0.00;2746.12
pgxl3;60;1440235786;4770.90;0.00;-4663.95
pgxl3;60;1440235846;43762.02;0.00;-36166.58
