ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,429,0,488,19760,198215,5360,0,0,0
946684800,5,8233,13,108208468,189097196,4561285564,526586164,244886393,199,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,431,0,493,19830,199217,5371,0,0,0
946684800,6,8252,13,108208589,189099742,4561291040,526587451,244886393,199,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,433,0,493,19905,200219,5382,0,0,0
946684800,14,8341,13,108917461,190907949,4564769344,527558339,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,435,0,493,19980,201221,5393,0,0,0
946684800,20,8410,13,109212876,193772203,4570703247,532169320,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,437,0,493,20055,202223,5404,0,0,0
946684800,22,8425,13,109212876,193774370,4570708056,532170307,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,439,0,493,20130,203225,5415,0,0,0
946684800,21,8440,13,109212876,193777017,4570713523,532171587,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,441,0,493,20205,204227,5426,0,0,0
946684800,18,8453,13,109212876,193779641,4570718978,532172856,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,443,0,493,20280,205229,5437,0,0,0
946684800,21,8477,13,109212876,193782683,4570725059,532174380,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,445,0,493,20355,206231,5448,0,0,0
946684800,20,8489,13,109212876,193785004,4570729948,532175449,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,447,0,493,20430,207233,5459,0,0,0
946684800,20,8512,13,109212876,193788223,4570736121,532177066,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,449,0,493,20505,208235,5470,0,0,0
946684800,20,8526,13,109212876,193790567,4570741022,532178146,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,451,0,493,20580,209237,5481,0,0,0
946684800,19,8538,13,109212876,193792991,4570746373,532179311,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,453,0,493,20655,210239,5492,0,0,0
946684800,21,8559,13,109212876,193795707,4570751876,532180624,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,455,0,493,20730,211241,5503,0,0,0
946684800,20,8578,13,109212876,193798400,4570757367,532181926,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,457,0,493,20805,212243,5514,0,0,0
946684800,19,8589,13,109212876,193801001,4570762810,532183184,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,459,0,493,20880,213245,5525,0,0,0
946684800,22,8612,13,109212876,193803740,4570768325,532184508,244979738,200,288437
946684800,0,0,0,0,0,0,0,0,0,0
