ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
946684800,30862,10,psql,10.93.131.148,52731,2015-08-22 03:42:47.250713-04,,2015-08-22 03:42:47.273581-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 03:42:47.273584-04
946684800,30863,10,psql,10.93.131.148,52750,2015-08-22 03:42:47.266278-04,,2015-08-22 03:42:47.281838-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 03:42:47.281841-04
946684800,30883,10,pgxc,10.93.131.148,52844,2015-08-22 03:42:54.725412-04,2015-08-22 03:42:54.766765-04,2015-08-22 03:42:54.770805-04,f,Remote Subplan,active,2015-08-22 03:42:54.820924-04
946684800,30884,10,pgxc,10.93.131.148,52859,2015-08-22 03:42:54.961455-04,2015-08-22 03:42:54.979342-04,2015-08-22 03:42:54.981949-04,f,Remote Subplan,active,2015-08-22 03:42:55.049097-04
946684800,30885,10,pgxc,10.93.131.148,52879,2015-08-22 03:42:55.194759-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:42:55.250818-04,f,Remote Subplan,active,2015-08-22 03:42:55.322452-04
946684800,30886,10,pgxc,10.92.9.245,56360,2015-08-22 03:42:55.25569-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:40.367126-04,f,Remote Subplan,active,2015-08-22 03:43:40.534631-04
946684800,30887,10,pgxc,10.223.4.4,38117,2015-08-22 03:42:55.255874-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:46.491895-04,f,Remote Subplan,active,2015-08-22 03:43:46.658395-04
946684800,30888,10,pgxc,10.87.3.185,57497,2015-08-22 03:42:55.256014-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:46.628404-04,f,Remote Subplan,active,2015-08-22 03:43:46.801362-04
946684800,30889,10,pgxc,10.94.132.84,57736,2015-08-22 03:42:55.257043-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:40.693751-04,f,Remote Subplan,active,2015-08-22 03:43:40.866643-04
946684800,30890,10,pgxc,10.87.3.232,50076,2015-08-22 03:42:55.258559-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:38.948546-04,f,Remote Subplan,active,2015-08-22 03:43:39.116957-04
946684800,30891,10,pgxc,10.95.141.120,37756,2015-08-22 03:42:55.259136-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:37.635486-04,f,Remote Subplan,active,2015-08-22 03:43:38.820286-04
946684800,30892,10,pgxc,10.93.131.148,52885,2015-08-22 03:42:55.259687-04,2015-08-22 03:42:54.838978-04,2015-08-22 03:42:54.849208-04,f,Remote Subplan,active,2015-08-22 03:42:55.328099-04
946684800,30893,10,pgxc,10.87.8.227,54997,2015-08-22 03:42:55.260823-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:33.201237-04,f,Remote Subplan,active,2015-08-22 03:43:33.369696-04
946684800,30894,10,pgxc,10.87.3.206,39695,2015-08-22 03:42:55.268149-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:29.870788-04,f,Remote Subplan,active,2015-08-22 03:43:30.254763-04
946684800,30895,10,pgxc,10.92.9.245,56375,2015-08-22 03:42:56.098117-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:46.24171-04,f,Remote Subplan,active,2015-08-22 03:43:47.258717-04
946684800,30896,10,pgxc,10.87.3.185,57513,2015-08-22 03:42:56.098294-04,2015-08-22 03:42:55.14715-04,2015-08-22 03:43:46.239564-04,f,Remote Subplan,active,2015-08-22 03:43:47.253641-04
