# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl8;60;1440226796;eth0;22.37;13.93;169.55;1.48;0.00;0.00;0.00
pgxl8;60;1440226796;lo;10.32;10.32;1.84;1.84;0.00;0.00;0.00
pgxl8;60;1440226856;eth0;139.52;134.13;570.85;543.29;0.00;0.00;0.00
pgxl8;60;1440226856;lo;41.75;41.75;80.09;80.09;0.00;0.00;0.00
pgxl8;60;1440226916;eth0;2162.20;2178.20;2040.63;2053.50;0.00;0.00;0.00
pgxl8;60;1440226916;lo;331.05;331.05;301.34;301.34;0.00;0.00;0.00
pgxl8;60;1440226976;eth0;944.33;946.02;5562.16;5612.25;0.00;0.00;0.00
pgxl8;60;1440226976;lo;148.38;148.38;816.75;816.75;0.00;0.00;0.00
pgxl8;60;1440227036;eth0;988.03;991.73;5951.95;6010.13;0.00;0.00;0.00
pgxl8;60;1440227036;lo;179.95;179.95;919.93;919.93;0.00;0.00;0.00
pgxl8;60;1440227096;eth0;1014.27;1000.15;5974.39;6047.27;0.00;0.00;0.00
pgxl8;60;1440227096;lo;171.07;171.07;909.94;909.94;0.00;0.00;0.00
pgxl8;60;1440227156;eth0;980.42;976.02;5938.85;5990.60;0.00;0.00;0.00
pgxl8;60;1440227156;lo;148.45;148.45;854.93;854.93;0.00;0.00;0.00
pgxl8;60;1440227216;eth0;974.45;986.75;5939.73;5993.60;0.00;0.00;0.00
pgxl8;60;1440227216;lo;147.27;147.27;852.07;852.07;0.00;0.00;0.00
pgxl8;60;1440227276;eth0;973.95;1014.88;6036.12;6043.49;0.00;0.00;0.00
pgxl8;60;1440227276;lo;148.32;148.32;873.41;873.41;0.00;0.00;0.00
pgxl8;60;1440227336;eth0;1074.93;1014.25;6166.51;6306.13;0.00;0.00;0.00
pgxl8;60;1440227336;lo;141.75;141.75;881.59;881.59;0.00;0.00;0.00
pgxl8;60;1440227396;eth0;1179.30;1177.42;7024.67;7097.49;0.00;0.00;0.00
pgxl8;60;1440227396;lo;164.12;164.12;1005.02;1005.02;0.00;0.00;0.00
pgxl8;60;1440227456;eth0;1108.37;1105.02;6607.14;6706.98;0.00;0.00;0.00
pgxl8;60;1440227456;lo;151.00;151.00;943.87;943.87;0.00;0.00;0.00
pgxl8;60;1440227516;eth0;1052.23;1076.98;6368.56;6395.55;0.00;0.00;0.00
pgxl8;60;1440227516;lo;150.03;150.03;915.67;915.67;0.00;0.00;0.00
pgxl8;60;1440227576;eth0;1026.08;1018.47;6049.36;6136.86;0.00;0.00;0.00
pgxl8;60;1440227576;lo;142.93;142.93;869.27;869.27;0.00;0.00;0.00
pgxl8;60;1440227636;eth0;263.97;259.27;1474.42;1516.02;0.00;0.00;0.00
pgxl8;60;1440227636;lo;43.63;43.63;214.74;214.74;0.00;0.00;0.00
pgxl8;60;1440227696;eth0;124.73;114.20;586.85;299.14;0.00;0.00;0.00
pgxl8;60;1440227696;lo;30.77;30.77;85.71;85.71;0.00;0.00;0.00
pgxl8;60;1440227756;eth0;663.35;624.08;2879.70;3189.68;0.00;0.00;0.00
pgxl8;60;1440227756;lo;85.53;85.53;412.65;412.65;0.00;0.00;0.00
pgxl8;60;1440227816;eth0;4647.50;4648.20;556.44;619.81;0.00;0.00;0.00
pgxl8;60;1440227816;lo;673.05;673.05;81.18;81.18;0.00;0.00;0.00
pgxl8;60;1440227876;eth0;6649.35;6649.55;787.01;880.24;0.00;0.00;0.00
pgxl8;60;1440227876;lo;962.67;962.67;114.62;114.62;0.00;0.00;0.00
pgxl8;60;1440227936;eth0;6776.10;6777.47;804.49;896.97;0.00;0.00;0.00
pgxl8;60;1440227936;lo;974.48;974.48;116.20;116.20;0.00;0.00;0.00
pgxl8;60;1440227996;eth0;6708.67;6712.02;797.72;885.35;0.00;0.00;0.00
pgxl8;60;1440227996;lo;954.05;954.05;113.68;113.68;0.00;0.00;0.00
pgxl8;60;1440228056;eth0;3446.28;3448.68;4158.26;4209.88;0.00;0.00;0.00
pgxl8;60;1440228056;lo;473.33;473.33;597.65;597.65;0.00;0.00;0.00
pgxl8;60;1440228116;eth0;14427.57;14430.90;21273.63;21480.42;0.00;0.00;0.00
pgxl8;60;1440228116;lo;1792.00;1792.00;3030.64;3030.64;0.00;0.00;0.00
pgxl8;60;1440228176;eth0;1.40;1.22;0.12;0.76;0.00;0.00;0.00
pgxl8;60;1440228176;lo;3.32;3.32;0.85;0.85;0.00;0.00;0.00
pgxl8;60;1440228236;eth0;1.70;1.55;0.14;0.78;0.00;0.00;0.00
pgxl8;60;1440228236;lo;4.38;4.38;0.99;0.99;0.00;0.00;0.00
pgxl8;60;1440228296;eth0;1.52;1.30;0.13;0.75;0.00;0.00;0.00
pgxl8;60;1440228296;lo;4.33;4.33;0.96;0.96;0.00;0.00;0.00
pgxl8;60;1440228356;eth0;966.58;972.35;207.38;227.47;0.00;0.00;0.00
pgxl8;60;1440228356;lo;142.72;142.72;30.33;30.33;0.00;0.00;0.00
pgxl8;60;1440228416;eth0;3062.08;3059.18;974.75;1007.34;0.00;0.00;0.00
pgxl8;60;1440228416;lo;445.15;445.15;140.47;140.47;0.00;0.00;0.00
pgxl8;60;1440228476;eth0;1.60;1.32;0.14;0.75;0.00;0.00;0.00
pgxl8;60;1440228476;lo;3.72;3.72;0.91;0.91;0.00;0.00;0.00
pgxl8;60;1440228536;eth0;1.52;1.30;0.13;0.76;0.00;0.00;0.00
pgxl8;60;1440228536;lo;6.10;6.10;1.23;1.23;0.00;0.00;0.00
pgxl8;60;1440228596;eth0;1.57;1.37;0.13;1.43;0.00;0.00;0.00
pgxl8;60;1440228596;lo;10.52;10.52;1.68;1.68;0.00;0.00;0.00
pgxl8;60;1440228656;eth0;189.60;161.75;1028.68;489.13;0.00;0.00;0.00
pgxl8;60;1440228656;lo;17.25;17.25;67.54;67.54;0.00;0.00;0.00
pgxl8;60;1440228716;eth0;1428.27;1453.63;7250.32;7288.82;0.00;0.00;0.00
