# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
pgxl4;60;1440229426;xvda;2191.33;77538.68;32179.37;50.07;25.58;11.67;0.38;82.25
pgxl4;60;1440229426;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440229486;xvda;2764.75;73841.47;38613.12;40.67;27.89;10.09;0.35;98.15
pgxl4;60;1440229486;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440229546;xvda;1808.55;40686.13;46540.47;48.23;35.86;19.83;0.44;80.06
pgxl4;60;1440229546;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440229606;xvda;1224.33;84919.33;29549.47;93.49;8.54;6.98;0.46;55.81
pgxl4;60;1440229606;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440229666;xvda;402.10;99277.47;147.13;247.26;1.42;3.53;1.84;73.84
pgxl4;60;1440229666;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440229726;xvda;1.07;0.27;126.27;118.62;0.00;2.62;0.33;0.04
pgxl4;60;1440229726;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440229786;xvda;197.62;50029.07;101.22;253.67;0.61;3.06;1.71;33.77
pgxl4;60;1440229786;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440229846;xvda;32.58;7556.40;8.85;232.18;0.11;3.46;1.91;6.23
pgxl4;60;1440229846;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440229906;xvda;1081.28;31165.20;12301.73;40.20;1.19;1.11;0.58;63.06
pgxl4;60;1440229906;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440229966;xvda;2597.03;54085.47;60951.35;44.30;77.22;29.73;0.38;99.56
pgxl4;60;1440229966;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230026;xvda;2187.90;76280.93;55327.07;60.15;50.69;23.17;0.46;99.98
pgxl4;60;1440230026;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230086;xvda;2484.95;83421.07;44298.57;51.40;46.22;18.60;0.40;98.76
pgxl4;60;1440230086;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230146;xvda;2813.22;106227.73;7571.12;40.45;20.59;7.32;0.35;99.22
pgxl4;60;1440230146;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230206;xvda;2595.05;80301.60;4143.47;32.54;12.51;4.82;0.31;81.41
pgxl4;60;1440230206;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230266;xvda;2451.50;59654.00;25004.97;34.53;11.05;4.51;0.35;85.01
pgxl4;60;1440230266;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230326;xvda;394.05;7686.67;20931.27;72.63;4.80;12.18;0.53;20.79
pgxl4;60;1440230326;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230386;xvda;765.92;35808.13;9662.28;59.37;3.00;3.92;0.37;28.53
pgxl4;60;1440230386;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230446;xvda;1158.70;118193.33;15280.32;115.19;10.87;9.38;0.86;99.35
pgxl4;60;1440230446;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230506;xvda;1971.60;49426.80;25460.57;37.98;11.15;5.66;0.39;76.01
pgxl4;60;1440230506;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230566;xvda;1422.90;30217.73;16028.93;32.50;5.80;4.08;0.56;80.28
pgxl4;60;1440230566;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230626;xvda;1756.72;29639.73;33429.40;35.90;16.94;9.64;0.54;95.47
pgxl4;60;1440230626;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230686;xvda;1503.80;25885.60;342.33;17.44;1.14;0.76;0.65;97.34
pgxl4;60;1440230686;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pgxl4;60;1440230746;xvda;1560.10;25466.80;578.38;16.69;1.14;0.73;0.62;96.09
pgxl4;60;1440230746;xvdb;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
