ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,519,0,620,23821,241946,6377,0,0,0
946684800,4,9808,13,130569791,247743505,5496301365,730402429,244927337,189,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,521,0,631,23885,242948,6388,0,0,0
946684800,25,9878,13,130569920,247747912,5496307935,730404400,244927337,189,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,523,0,631,23960,243950,6399,0,0,0
946684800,97,10038,13,131810319,247798682,5507739359,741820267,244927337,189,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,525,0,631,24035,244952,6410,0,0,0
946684800,98,10056,13,132998058,248646462,5601585471,744666061,244927337,189,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,527,0,637,24104,245954,6421,0,0,0
946684800,97,10212,13,133015935,249739367,5602081241,744681702,244927337,189,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,529,0,637,24179,246956,6432,0,0,0
946684800,98,10258,13,134086182,252127774,5619112752,745708592,244927337,189,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,531,0,637,24254,247958,6443,0,0,0
946684800,95,10269,13,134086182,252130746,5619118195,745709850,244927337,189,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,533,0,637,24329,248960,6454,0,0,0
946684800,97,10332,13,134484959,252286474,5622530608,746615659,244927338,189,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,535,0,637,24404,249962,6465,0,0,0
946684800,97,10349,13,134484963,252289517,5622536087,746616950,244927338,189,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,537,0,652,24464,250964,6476,0,0,0
946684800,98,10397,13,135703469,253373258,5726783778,749862692,244927338,190,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,539,0,667,24524,251966,6487,0,0,0
946684800,97,10429,13,135778371,253728767,5727594011,749902922,244927338,190,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,541,0,685,24581,252968,6498,0,0,0
946684800,97,10451,13,137987583,266039351,5853039843,800303465,244927338,190,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,543,0,700,24641,253970,6509,0,0,0
946684800,97,10471,13,137987602,266042714,5853045900,800304967,244927338,190,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,545,0,718,24698,254972,6520,0,0,0
946684800,94,10504,13,139722946,278869483,5978523664,850715561,244927338,190,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,547,0,718,24773,255974,6531,0,0,0
946684800,31,10662,13,142310539,282241553,6095841483,856786863,244927338,190,386138
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,549,0,736,24830,256976,6542,0,0,0
946684800,30,10720,13,143107024,283622763,6144851423,904930985,244927339,190,386138
946684800,0,0,0,0,0,0,0,0,0,0
