# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl8;60;1440224124;eth0;942.87;624.18;7930.25;41.94;0.00;0.00;0.00
pgxl8;60;1440224124;lo;13.92;13.92;3.07;3.07;0.00;0.00;0.00
pgxl8;60;1440224184;eth0;1231.58;830.43;10578.02;55.84;0.00;0.00;0.00
pgxl8;60;1440224184;lo;13.95;13.95;2.62;2.62;0.00;0.00;0.00
pgxl8;60;1440224244;eth0;1241.57;872.15;10716.65;59.05;0.00;0.00;0.00
pgxl8;60;1440224244;lo;14.72;14.72;2.80;2.80;0.00;0.00;0.00
pgxl8;60;1440224304;eth0;1232.98;925.63;10621.05;62.92;0.00;0.00;0.00
pgxl8;60;1440224304;lo;12.92;12.92;2.43;2.43;0.00;0.00;0.00
pgxl8;60;1440224364;eth0;1251.75;971.55;10782.55;132.81;0.00;0.00;0.00
pgxl8;60;1440224364;lo;14.20;14.20;2.84;2.84;0.00;0.00;0.00
pgxl8;60;1440224424;eth0;1234.67;906.98;10679.60;89.94;0.00;0.00;0.00
pgxl8;60;1440224424;lo;12.55;12.55;2.23;2.23;0.00;0.00;0.00
pgxl8;60;1440224484;eth0;1202.68;859.43;10425.20;58.57;0.00;0.00;0.00
pgxl8;60;1440224484;lo;11.57;11.57;2.18;2.18;0.00;0.00;0.00
pgxl8;60;1440224544;eth0;1253.48;915.27;10840.53;90.61;0.00;0.00;0.00
pgxl8;60;1440224544;lo;7.45;7.45;1.66;1.66;0.00;0.00;0.00
pgxl8;60;1440224604;eth0;1202.97;855.33;10401.42;97.24;0.00;0.00;0.00
pgxl8;60;1440224604;lo;6.37;6.37;1.48;1.48;0.00;0.00;0.00
pgxl8;60;1440224664;eth0;1230.98;886.62;10611.79;88.02;0.00;0.00;0.00
pgxl8;60;1440224664;lo;5.35;5.35;1.19;1.19;0.00;0.00;0.00
pgxl8;60;1440224724;eth0;1220.43;835.10;10517.50;56.63;0.00;0.00;0.00
pgxl8;60;1440224724;lo;13.45;13.45;2.41;2.41;0.00;0.00;0.00
pgxl8;60;1440224784;eth0;1264.58;898.43;10772.25;60.48;0.00;0.00;0.00
pgxl8;60;1440224784;lo;11.23;11.23;1.98;1.98;0.00;0.00;0.00
pgxl8;60;1440224844;eth0;1280.45;929.13;10885.58;62.44;0.00;0.00;0.00
pgxl8;60;1440224844;lo;6.88;6.88;1.50;1.50;0.00;0.00;0.00
pgxl8;60;1440224904;eth0;1238.20;851.07;10548.53;115.18;0.00;0.00;0.00
pgxl8;60;1440224904;lo;6.08;6.08;1.45;1.45;0.00;0.00;0.00
pgxl8;60;1440224964;eth0;1106.42;936.05;8962.01;61.26;0.00;0.00;0.00
pgxl8;60;1440224964;lo;6.42;6.42;1.56;1.56;0.00;0.00;0.00
pgxl8;60;1440225024;eth0;611.88;351.38;5108.64;23.24;0.00;0.00;0.00
pgxl8;60;1440225024;lo;13.02;13.02;2.42;2.42;0.00;0.00;0.00
